,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Categorical,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Categorical,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Categorical,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Categorical,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Categorical,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Categorical,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_Cumulative_Revenue,IDD_outgoing_country,Peo_TV_Package,PEO_TV_Categorical,PEO_TV_Scaled,event_source.hash,BB_Categorical,BB_Scaled,BB_Package,TARIFF_NAME,BB_Medium,Location_Identifier,GENDER,BIRTH_YEAR,AGE,ONNET_Overall_Categorical,OFFNET_Overall_Categorical,IDD_Overall_Categorical,VOICE_Categorical,Subscription,Sub_Type,Sub_Usage,Sub_Type_State,Megaline_Package,Megaline_Month_Subscribed,Megaline_Rental,Megaline_One_Time_Charge,Package_Type,FTTH_Package,FTTH_Month_Subscribed,FTTH_Rental,FTTH_One_Time_Charge,VAS_Package,VAS_Month_Subscribed,VAS_Rental,VAS_One_Time_Charge,Product_Type,MEDIUM,Sub_Update_Date,Sub_Update_Status,Sub_Update,BB_Extra_GB_Usage_Times,BB_Extra_GB_Month_vs_Rental,BB_Extra_GB_Purchased_Scaled,BB_Extra_GB_Purchase_Categorical,BB_Extra_GB_Amount,Peo_Extra_Channels_Cumulative_Rental,Peo_Extra_Channels_Month_vs_Rental,Peo_Extra_Channels_Purchased_Scaled,Peo_Extra_Channels_Purchased_Categorical,Having_Insurance,Having_Senior_Citizen_Scaled,Having_Senior_Citizen,Having_Kids_at_Home_Scaled,Having_Kids_at_Home,SMEs_Scaled,SMEs,Having_Teenagers_Students_Scaled,Having_Teenagers_Students,Having_Working_Professionals_Scaled,Having_Working_Professionals,Having_Family_Member_Abroad_Scaled,Having_Family_Member_Abroad,Tamil_Customer,Peo_Packages_if_Senior_Citizen,Peo_Packages_if_Kids,Peo_Packages_if_Teenager_Students,Peo_Package_if_Working_Professionals,BB_Package_if_Working_Professionals,BB_Packages_if_Teenager_Students,BB_Packages_if_SMEss,VAS_if_Kids,VAS_if_Teenager_Students,VAS_if_Working_Professionals,IDD_if_Family_Member_Abroad
73,3ddb2d7662603871c7354efbf1e54826,79e2795e892dc9cc683804537c91acb2,0.0470221742543171,LOW,NO,LOW,0.0192307692307692,NO,MEDIUM,0.1986607142857142,NO,MEDIUM,0.28787284144427,NO,LOW,0.1925,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'Lycatel Incoming II', 'CETIN Incoming II', 'STC/Saudi Arabia Incoming II']",LOW,0.0608974358974358,NO,164034.0,['Australia'],PEO_UNNATHAM,HIGH,0.85625,06b3c8e2e60e881a571273d35220b8a5,,,,Cu_PEO Unnatham,,MSAG5200-ISLMV-GDM-NODE482491,,,,MEDIUM,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['Other', 'Voice', 'PeoTV']",,,,,,,,,,"MC, MC, MC",,,,,,,,,,,,,,0.0,,0.25,,0.0,,0.2,,0.1,,0.85,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,0.4185145211930926,HIGH,YES,HIGH,0.5356406985871272,YES,HIGH,0.5073832417582417,YES,HIGH,0.4822655023547881,YES,MEDIUM,0.3389999999999999,YES,"['TIS/Italy Incoming II', 'HGC/HK Incoming II', 'Saif Incoming II', 'Dhiraagu/Maldives Incoming II', 'Maxis/ MY Incoming II', 'CTGL/China Incoming II', 'Ooredoo/Qatar incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Singtel/ SP Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",,,,,,,,,,,,Any Flix,Any Flix,LTE,C300MIDH-IDJ-NODE11065541,,,,HIGH,HIGH,LOW,HIGH,SLT Megaline Double Play (PV) Package,DOUBLE_PLAY_PV,"['VOICE_HIGH', 'BB_NO_INFO', 'TV_NO_INFO']",Actual,"['AB WireLess Access', 'BB SLT BroadBand Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2019-06', '2020-02', '2020-04', '2020-08', '2020-08']",[2690.0],[],"['Other', 'BB', 'PeoTV', 'Other', 'Voice']",,,,,"['Basic1 TeleLife', 'Sisu Connect', 'Meet Lite']","['2014-04', '2018-08', '2021-02']","['60', '30']",[195.0],['Megaline'],"MC, MC",03/09/2020 17:48:00,Promotion Upgrade,SINGLE_PLAY -> DOUBLE_PLAY_PV,86.0,"{'2018-08': 1500.0, '2018-09': 2250.0, '2018-10': 750.0, '2019-05': 750.0, '2019-06': nan, '2019-10': nan, '2019-12': nan, '2020-02': nan, '2016-12': 6300.0, '2018-04': 750.0, '2016-06': 6250.0, '2018-07': 3500.0, '2016-09': 1500.0, '2017-11': 750.0, '2018-11': 3750.0, '2017-12': 4250.0, '2016-07': 2250.0, '2016-08': 7750.0, '2020-03': 1500.0, '2017-08': 750.0, '2020-05': 1700.0, '2018-05': 1250.0, '2019-04': 3000.0, '2016-10': 13650.0, '2016-11': 1500.0, '2020-04': 1275.0, '2018-06': 500.0}",0.12160228898426324,LOW,50.0,,,,,YES,0.7,YES,0.5,YES,0.1,,0.30000000000000004,,0.35,,1.6,YES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.25,0.0
75,cc8d273c826b1c1a630bc259f84a9f5c,87167e3c8949af07c685b3e7fd610061,0.1478855965463108,MEDIUM,NO,MEDIUM,0.1036352040816326,NO,MEDIUM,0.1720467032967032,NO,MEDIUM,0.1937549058084772,NO,,,,,,,,,,PEO_UTHAYAM,NO,0.0,06c40958738d7ff752abdd8973327e84,,,,z Sales End_Res SLT Phone,,MSAG5200-ISLPC-AGT-NODE480031,M,1957.0,64.0,MEDIUM,MEDIUM,,MEDIUM,SLT Megaline Double Play (BV) Package,DOUBLE_PLAY_BV,"['VOICE_MEDIUM', 'BB_NO_INFO', 'TV_NO']",Actual,"['AB Megaline', 'AB Copper Access Bearer', 'SLT Voice Service']","['2019-01', '2019-01', '2019-01']",[],[],"['Other', 'Other', 'Voice']",,,,,['Meet Lite'],['2021-06'],[],[195.0],[],", ",25/02/2021 14:09:00,Promotion Upgrade,SINGLE_PLAY -> DOUBLE_PLAY_BV,,,,,12.0,,,,,,0.4,,0.2,,0.0,,0.2,,0.25,,0.0,,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0
76,f4e698e818f5aa0ea68e4d2736b9a816,a1d0e82ec03f51087b4c64a1d3f5ba58,0.0036057692307692,LOW,NO,LOW,0.001201923076923,NO,LOW,0.0169986263736263,NO,,,,,,,,,,,,,,,,,,,Entree,Entree,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,M,1953.0,68.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[499.0],[],"['Voice', 'BB', 'Other']",,,,,,,,,,"MC, MC, MC",,,,1.0,{'2018-08': nan},0.01,LOW,,,,,,,0.3,,0.2,,0.1,,0.1,,0.1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,f6a55d5e804d7688316cb28a870dd0b4,1ba6383827d5dab3f602300b2fb55fe3,0.0183722527472527,LOW,NO,LOW,0.0552884615384615,NO,LOW,0.0082417582417582,NO,LOW,0.0203100470957613,NO,,,,,,,,,,,,,,HIGH,0.7395833333333334,,TR 2016_.Home - Double Play,,MSAG5200-ISLMLT-VMD-NODE4145091,M,1970.0,51.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_HIGH', 'TV_NO_INFO']",Assumed,['SLT Voice Service'],['2020-02'],[],[],['Voice'],,,,,"['Plus1 TeleLife', 'Telehealth', 'Meet Lite']","['2018-12', '2020-02', '2021-05']","['100', '100']",[195.0],"['Megaline', 'Megaline']","C, C, C, C",,,,1.0,{'2018-08': nan},0.01,LOW,30.0,,,,,YES,0.5,YES,0.30000000000000004,,0.4,,0.6,YES,0.85,YES,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0
78,787d13b4fa1a0abbaa332d1fc26f3cba,9643c7e123c5dbcf58f586f831f75842,0.1846301020408162,MEDIUM,NO,LOW,0.0760890894819466,NO,LOW,0.0583791208791208,NO,MEDIUM,0.1094976452119309,NO,LOW,0.0058333333333333,NO,"['Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",LOW,0.0064102564102564,NO,7600.0,['Malaysia'],PEO_SILVER,HIGH,0.7125,0720ca296bbcf06064fb86ec563e848b,HIGH,1.0,Any Flix,Any Flix,LTE,MSAG5200-ISLMV-GDM-NODE482491,,,,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_HIGH', 'TV_HIGH']",Assumed,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 1790.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']",,,,,"['E channeling Registration', 'Meet Max']","['2019-09', '2021-05']",[],[490.0],['Megaline'],"C, C",,,,4.0,"{'2018-12': nan, '2020-06': 850.0, '2020-07': 850.0, '2020-03': 1700.0}",0.004291845493562232,LOW,54.0,,,,,,0.0,,0.35,,0.6,YES,0.9999999999999999,YES,0.75,YES,0.6,YES,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.25,0.0
79,28beb61a8e870d8635737d2e10b9d613,39bf4961c3bf477a6544c345f1cb991e,0.1086145996860282,MEDIUM,NO,LOW,0.0735871271585557,NO,LOW,0.0226648351648351,NO,LOW,0.0203836342229199,NO,LOW,0.0033333333333333,NO,['STC/Saudi Arabia Incoming II'],,,,,,PEO_UTHAYAM,HIGH,0.6875,072e86cf7f026f5ebca848613a972ae1,,,Web LITE,Web Lite,COPPER,MSAG5200BG-NODE431391,M,1967.0,54.0,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Assumed,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[690.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']",,,,,['Plus1 TeleLife'],['2018-08'],[100.0],[],['Megaline'],"C, C",,,,1.0,{'2018-08': nan},0.01,LOW,,,,,,YES,0.5,YES,0.45,,0.1,,0.30000000000000004,,0.4,,0.35,,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,d302d551390873082a868a0a15b76ea8,75cb26e36e52f8407a7f83254d0d0b28,0.0640371533228676,LOW,NO,LOW,0.001201923076923,NO,LOW,0.0066964285714285,NO,LOW,0.0037774725274725,NO,,,,,,,,,,,,,,HIGH,0.921875,Web PAL,Web Pal,COPPER,MSAG5200-ISLMLT-VMD-NODE4145091,M,1985.0,36.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_HIGH', 'TV_NO_INFO']",Assumed,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[990.0],[],"['BB', 'Other', 'Voice']",,,,,,,,,,"MC, MC, MC",,,,1.0,{'2018-12': nan},0.01,LOW,90.0,,,,,,0.0,,0.30000000000000004,,0.4,,0.4,,0.6,YES,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,d8ef104281f736c5d618e7dfa6666793,13d7d2cb281cc3787bbc8fdeca1d9ffd,0.1661188513867085,MEDIUM,NO,MEDIUM,0.1579915620094191,NO,MEDIUM,0.1146978021978021,NO,MEDIUM,0.2090119701726844,NO,,,,,,,,,,,,,,,,,z Sales End_Res SLT Phone,,MSAG5200-ISLMV-GDM-NODE482491,M,1941.0,80.0,MEDIUM,MEDIUM,,MEDIUM,,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']",,,,,,,,,,"MC, MC",,,,,,,,,,,,,,0.4,,0.2,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,77fd1d91ee48aa66d1c289c1a5cf0045,4269ea1c34fd41bb5476c45ced3a46f7,0.0349947671376242,LOW,NO,LOW,0.032451923076923,NO,LOW,0.0157967032967032,NO,LOW,0.0369407378335949,NO,LOW,0.0108333333333333,NO,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Ooredoo/Qatar incoming II']",LOW,0.141025641025641,YES,817665.0,"['Japan - Mobile', 'Qatar - Mobile']",,,,,,,,AB_Copper Access Bearer,,MSAG5200-ISLMH-POL-NODE491451,M,1978.0,43.0,LOW,LOW,LOW,LOW,SLT Megaline Double Play (BV) Package,DOUBLE_PLAY_BV,"['VOICE_LOW', 'BB_NO_INFO', 'TV_NO_INFO']",Actual,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],,,,,"['Plus1 TeleLife', 'Meet Lite']","['2014-05', '2021-06']",['100'],[195.0],[],", ",19/06/2021 21:26:00,Promotion Upgrade,SINGLE_PLAY -> DOUBLE_PLAY_BV,,,,,,,,,,YES,0.5,YES,0.2,,0.0,,0.2,,0.45,,1.1,YES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0
83,9017aea7b442570443e5a1ab8d16df5e,57f2f1aaffd9dc3b07acb600ecdd79b4,0.1262918628990057,MEDIUM,NO,MEDIUM,0.218357535321821,NO,MEDIUM,0.2706043956043956,NO,HIGH,0.3527766875981161,YES,,,,,,,,,,PEO_SILVER,HIGH,0.74375,07a45a5c0b544c8f79f659c2c00c4c26,MEDIUM,0.3420138888888888,Web Family Plus,Web Family Plus,COPPER,MSAG5200BG-NODE431391,F,1980.0,41.0,HIGH,MEDIUM,,MEDIUM,,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_MEDIUM', 'TV_HIGH']",Assumed,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[1490.0, 899.0]",[],"['BB', 'Voice', 'Other', 'PeoTV']",,,,,['Meet Lite'],['2021-05'],[],[195.0],[],", ",,,,1.0,{'2018-12': nan},0.01,LOW,6.0,,,,,,0.1,,0.55,YES,0.2,,0.6,YES,0.75,YES,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0
84,9e3c8e8815ca1bcdc77f122d1d68741b,51492e1ad57da22075c95828de318c5e,0.0977400575614861,LOW,NO,LOW,0.0740531789638932,NO,LOW,0.0532280219780219,NO,LOW,0.0786401098901098,NO,,,,,,,,,,,,,,,,Web PAL,Web Pal,COPPER,MSAG5200PH-AKG-NODE431631,F,1962.0,59.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[550.0, 990.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']",,,,,['Basic1 TeleLife'],['2018-08'],['60'],[],[],", ",,,,1.0,{'2018-12': nan},0.01,LOW,12.0,,,,,YES,0.8,YES,0.2,,0.1,,0.1,,0.1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,006ff446f4e8c78e943f8ea7ee9f7388,65e56807580afcb5b825397daedd69df,0.0325582155939298,LOW,NO,MEDIUM,0.1006671899529042,NO,LOW,0.0315934065934065,NO,LOW,0.0103512558869701,NO,,,,,,,,,,PEO_SILVER,HIGH,0.7125,07eb568fb2c5969b4628bbbe85d2ab0a,,,,AB_Copper Access Bearer,,C300MNW-MEE-NODE18887751,M,1964.0,57.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Assumed,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Voice', 'Other']",,,,,,,,,,"MC, MC, MC",,,,,,,,,,,,,,0.3,,0.45,,0.0,,0.2,,0.1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2fda22acf0a071a113272bf8ef858e27,d36a9f9d670f9f8f02082469677c751d,0.0147664835164835,LOW,NO,LOW,0.016826923076923,NO,LOW,0.0051510989010989,NO,LOW,0.0101550235478806,NO,LOW,0.0033333333333333,NO,['Ooredoo/Qatar incoming II'],LOW,0.0192307692307692,NO,188100.0,"['Maldive Islands', 'Norway - Mobile']",,,,,,,,TR 2016_.Office - Single Play,,MSAG5200-ISLSI-DWS-NODE520721,,,,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service']","['2020-08', '2020-08']",[],[],"['Other', 'Voice']",,,,,,,,,,"MC, MC",,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.85,YES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,f380b9c1ef1726a4f469d961155886a1,7f2ceff31188b8af81a7efe03e2224cf,0.0129595107273678,LOW,NO,LOW,0.0099833202511773,NO,LOW,0.0027472527472527,NO,LOW,0.0117248822605965,NO,LOW,0.0033333333333333,NO,['CTGL/China Incoming II'],,,,,,PEO_PLATINUM,HIGH,0.7125,0830b0d26125501e1b26bc07edaa816f,MEDIUM,0.5104166666666666,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLMV-GDM-NODE482491,F,1985.0,36.0,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_HIGH']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2020-01', '2020-01', '2020-01', '2020-01']","[1899.0, 1490.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']",,,,,,,,,,"MC, MC, MC, MC",,,,2.0,"{'2020-01': nan, '2019-05': 3750.0}",0.001430615164520744,LOW,5.0,,,,,,0.0,,0.55,YES,0.2,,0.4,,0.5,YES,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,179cb6a90e31bd33301fc1caefc43d9c,a54365cfb90c442dca3ce03ec6bd9ae6,0.0595074568288853,LOW,NO,LOW,0.0060096153846153,NO,MEDIUM,0.101304945054945,NO,LOW,0.0059114992150706,NO,LOW,0.0125,NO,"['Maxis/ MY Incoming II', 'Orange/France Incoming II', 'DU/UAE Incoming II']",,,,,,PEO_SILVER_PLUS,HIGH,0.7375,08432051b26a34c9644de9ec38012f2c,,,,AB_Copper Access Bearer,,MSAG5200-ISLMH-POL-NODE491451,M,1948.0,73.0,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Assumed,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[1099.0],[],"['PeoTV', 'Voice', 'Other']",,,,,,,,,,"MC, MC, MC",,,,,,,,,,,,,,0.3,,0.45,,0.0,,0.2,,0.30000000000000004,,0.35,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,b828832bb9ade099914b3003a20a5bab,60e1685687a9ed4df066502d657df3ca,0.1508045525902668,MEDIUM,NO,MEDIUM,0.1312794348508634,NO,MEDIUM,0.2534340659340659,NO,MEDIUM,0.1729297488226059,NO,,,,,,,,,,,,,,,,,AB_Copper Access Bearer,,MSAG5200-ISLMV-GDM-NODE482491,,,,MEDIUM,MEDIUM,,MEDIUM,,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']",,,,,,,,,,"MC, MC",,,,,,,,,,,,,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,365e4d4f6d27f2618dcc8b09eab41d92,cef4f6a129fc1cc2672eff28027bb4fc,0.2094698456305599,MEDIUM,NO,MEDIUM,0.226967229199372,NO,MEDIUM,0.1445741758241758,NO,LOW,0.0427541208791208,NO,LOW,0.1843333333333333,YES,"['Maxis/ MY Incoming II', 'Platinum Incoming II', 'DU/UAE Incoming II', 'CTGL/China Incoming II', 'TATA/Canada Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PCCW Incoming  II', 'GTS Incoming II', 'Singtel/ SP Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",LOW,0.0096153846153846,NO,4030.0,['India'],,,,,LOW,0.234375,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLSI-DWS-NODE520721,,,,LOW,MEDIUM,LOW,LOW,SLT Megaline Double Play (BV) Package,DOUBLE_PLAY_BV,"['VOICE_LOW', 'BB_LOW', 'TV_NO_INFO']",Actual,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service', 'SLT Voice Service']","['2018-08', '2018-08', '2019-07', '2019-11']","[1499.0, 8890.0]",[],"['Other', 'PeoTV', 'BB', 'Voice']",['AB Fiber Access Bearer'],['2019-07'],[],[],,,,,,"MC, MC",01/04/2020 22:06:00,Promotion Downgrade,DOUBLE_PLAY_BV -> SINGLE_PLAY,20.0,"{'2018-08': 1500.0, '2018-12': nan, '2019-10': 3765.0, '2019-11': nan, '2020-07': 3000.0, '2020-02': 700.0, '2017-06': 750.0, '2019-02': 750.0, '2019-09': 3375.0, '2019-07': 1500.0, '2018-06': 750.0, '2019-08': 5625.0}",0.027181688125894134,LOW,40.0,,,,,,0.0,,0.0,,0.1,,0.1,,0.1,,1.6,YES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0e0268e1e384b079cb5bd87b0199e607,dbaee158fd3a4743341db10f7f5ae6bf,0.1813677394034536,MEDIUM,NO,MEDIUM,0.1715806514913657,NO,MEDIUM,0.2342032967032967,NO,MEDIUM,0.2055533751962323,NO,LOW,0.018,NO,['Telstra/Australia Incoming II'],,,,,,PEO_SILVER,HIGH,0.89375,084f71839bc9517b76f39a8c06d99906,HIGH,0.6770833333333334,Web Starter,Web Starter,COPPER,MSAG5200BG-NODE431391,M,1959.0,62.0,MEDIUM,MEDIUM,LOW,MEDIUM,,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_HIGH', 'TV_HIGH']",Assumed,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 740.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']",,,,,['Meet Lite'],['2020-10'],[],[195.0],[],", ",,,,1.0,{'2018-08': nan},0.01,LOW,,,,,,,0.4,,0.55,YES,0.4,,0.7999999999999999,YES,0.75,YES,0.35,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0
92,62ec977241520b1a0d5b0b35fd8f7973,e47829da515c1df0bbfc0c4ea4dd5814,0.2182839481946624,MEDIUM,NO,MEDIUM,0.1577217425431711,NO,LOW,0.0487637362637362,NO,LOW,0.0734644819466248,NO,,,,,,,,,,PEO_SILVER,MEDIUM,0.65625,0850d48202846f17c43552aab10cc436,,,Web LITE,Web Lite,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,1941.0,80.0,LOW,MEDIUM,,LOW,SLT Megaline Double Play (PV) Package,DOUBLE_PLAY_PV,"['VOICE_LOW', 'BB_NO_INFO', 'TV_MEDIUM']",Actual,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']",,,,,,,,,,"MC, MC, MC, MC",09/12/2020 16:30:10,Promotion Downgrade,TRIPLE_PLAY -> DOUBLE_PLAY_PV,1.0,{'2018-12': nan},0.01,LOW,,,,,,,0.3,,0.2,,0.1,,0.2,,0.2,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,90e41ceaa3a2c21278784d50bd028b91,7441b008a322968a4f8074d66a886697,0.3584183673469387,HIGH,NO,MEDIUM,0.2099440737833595,NO,LOW,0.0734890109890109,NO,LOW,0.0317405808477237,NO,,,,,,,,,,,,,,,,,z Sales End_Bronze-Res SLT Phone,,MSAG5200-ISLMH-POL-NODE491451,M,1977.0,44.0,LOW,HIGH,,,,TRIPLE_PLAY,"['VOICE_NO_INFO', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']",,,,,,,,,,"MC, MC",,,,,,,,,,,,,,0.0,,0.2,,0.0,,0.0,,0.2,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,65665b5b8a406b20c4e1193c47ede940,b6ad1b271df16f9245e7e238a0cbd6e4,0.0970532443746729,LOW,NO,LOW,0.0584281789638932,NO,LOW,0.0707417582417582,NO,LOW,0.0488373233908948,NO,LOW,0.0025,NO,['DU/UAE Incoming II'],,,,,,PRANAMA,HIGH,0.95,08a576f1cf9235e6953e254a5ed8576b,,,,AB_Copper Access Bearer,,MSAG5200PH-AKG-NODE431631,,,,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Assumed,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[550.0],[],"['Other', 'PeoTV', 'Voice']",,,,,,,,,,"MC, MC, MC",,,,,,,,,,,,,,0.2,,0.25,,0.0,,0.2,,0.1,,0.1,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
