account_num.hash,event_source.hash,ym,outgoing_country,call_count,volume,usage_rev,RTOM_CODE,LOCATION_CODE,MSAN,EQUP_ID, 
d1b1ce407cee4a075724b02deb2c6012,b1e1f92a2d017ea8f0b457533636ed33,202001,Canada,2,460,37567,R-NTB,PC-AGT-NODE,MSAG5200-ISL,48003, 
d1b1ce407cee4a075724b02deb2c6012,b1e1f92a2d017ea8f0b457533636ed33,202002,Canada,2,740,60434,R-NTB,PC-AGT-NODE,MSAG5200-ISL,48003, 
b97011606ee589c22d8ca82b68262933,d4eec8e7da1cdd41ad17797dee3b26da,202001,Australia - Mobile,1,12,3600,R-NTB,PC-AGT-NODE,MSAG5200-ISL,48003, 
b973768e8e526a2d71e94fdd1f3d6344,92691c288626b57a2d5e9bb3b03b143e,201911,Oman-Mobile ,1,156,85800,R-NTB,PC-AGT-NODE,MSAG5200-ISL,48003, 
977e4ee9367aa91169cbd8def5d603d5,1cfa0cd56534abc01792cc73fbc771de,202001,Canada,3,538,43937,R-NTB,PC-AGT-NODE,MSAG5200-ISL,48003, 
87f0f2a0c4ed2d05ce5279799a6fd79d,61d67d49f1e8747af7fbbd1232e97eef,202004,Canada,1,274,22377,R-NTB,PC-AGT-NODE,MSAG5200-ISL,48003, 
c62f122cf5ddf89f3a8a98da9828d332,e151cb14a07999a8cee1bd15d2545cd8,202003,Korea Republic Of - Mobile,2,176,64534,R-KT,MGE-NODE,MSAG5200,42838, 
0ab1d3f6a699bab522f95be45fb5784e,54608c7d53ad49deb29008a2ce0ee791,202004,U.S.A,1,94,7677,R-KE,KE-NRP-NODE,ZXDSL9806H-ISL,49573, 
0ab1d3f6a699bab522f95be45fb5784e,54608c7d53ad49deb29008a2ce0ee791,202006,U.S.A,1,1824,148960,R-KE,KE-NRP-NODE,ZXDSL9806H-ISL,49573, 
0ab1d3f6a699bab522f95be45fb5784e,54608c7d53ad49deb29008a2ce0ee791,202003,U.S.A,1,26,2123,R-KE,KE-NRP-NODE,ZXDSL9806H-ISL,49573, 
0866e1a199b053b6762e99c9f7cacd6b,3a2e20f170cecbe0719bfaaa471dfa83,201909,Maldive Islands,1,11,16133,R-KE,KE-NRP-NODE,ZXDSL9806H-ISL,49573, 
da7c4cd8b92743dabc2d9d14c83b22c8,a50e1b44c2ef939de35d9979a6aba1b8,201912,India,3,359,23335,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,201909,U.S.A,1,454,37077,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,201910,U.S.A,5,849,69336,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,201911,U.S.A,1,18,1470,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202001,U.S.A,2,1084,88527,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202002,U.S.A,1,301,24582,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202004,U.S.A,2,745,60841,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202005,U.S.A,2,299,24419,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202006,U.S.A,2,520,42467,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202007,U.S.A,3,1572,128379,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,201908,U.S.A,1,255,20825,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,201912,U.S.A,7,138,11269,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202003,U.S.A,10,2441,199349,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
0759d0f0ba98657257d82fe0103c220f,c5a7b38096f4547e23fba9a4ec2059cd,202008,U.S.A,1,14,1143,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
bd0cc5e96b24df6625fc68cbaf71b555,4cebd60d20845469364f6af9bf875cdd,201912,Saudi Arabia,1,26,8233,R-KLY,HZ-BRL-NODE,MSAG5200-ISL,47191, 
5385d549b4995636e1a0bed87661ba17,944a13cae4837c4970f0000c3be31f4d,202004,Japan,1,176,20533,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,201908,Australia - Mobile,1,4,1200,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,201909,Australia - Mobile,2,185,55500,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,201910,Australia - Mobile,1,6,1800,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,202001,Australia - Mobile,5,486,145800,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,202004,Australia - Mobile,32,97,29100,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,202005,Australia - Mobile,1,6,1800,R-PH,PH-AKG-NODE,MSAG5200,43163, 
b2d550bbb28350ede43f43d11df3995f,04ec40da46c6ca65064a371a0a695f74,202008,Australia - Mobile,4,36,10800,R-PH,PH-AKG-NODE,MSAG5200,43163, 
a4cb899e35dfb4e37bfc5b80673dd70f,eb90a03e3d097c60732ebeae5bfd0fd7,201909,United Arab Emirates  - Mobile,1,677,225667,R-PH,PH-AKG-NODE,MSAG5200,43163, 
a4cb899e35dfb4e37bfc5b80673dd70f,eb90a03e3d097c60732ebeae5bfd0fd7,201911,United Arab Emirates  - Mobile,1,21,7000,R-PH,PH-AKG-NODE,MSAG5200,43163, 
a4cb899e35dfb4e37bfc5b80673dd70f,eb90a03e3d097c60732ebeae5bfd0fd7,201910,United Arab Emirates,5,1205,401667,R-PH,PH-AKG-NODE,MSAG5200,43163, 
52f37acebec960546afd04e336aeb34c,d6d169e7dc91d8c4344adeecb647a8f1,202007,Australia - Mobile,1,558,167400,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
52f37acebec960546afd04e336aeb34c,d6d169e7dc91d8c4344adeecb647a8f1,202006,France - Mobile,1,19,5700,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
52f37acebec960546afd04e336aeb34c,d6d169e7dc91d8c4344adeecb647a8f1,202003,Australia,1,270,31500,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
52f37acebec960546afd04e336aeb34c,d6d169e7dc91d8c4344adeecb647a8f1,202004,France - Mobile,2,30,9000,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
23353359b6d09e32771c926f0b706c22,43268939e4a85aceeeceea70004d5c5a,201912,UK - Mobile,1,482,144600,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
847e488dc04546cc5767b1ed9cf73f86,2dfde33c0353972bf881c79f50046502,202003,Italy - Mobile,1,7,2100,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
847e488dc04546cc5767b1ed9cf73f86,2dfde33c0353972bf881c79f50046502,201910,Italy - Mobile,1,10,3000,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202002,U.K.,41,20655,2409751,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202003,U.K.,3,655,76417,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201908,UK - Mobile,1,41,12300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201911,UK - Mobile,3,120,36000,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201912,UK - Mobile,33,18671,5601300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202001,Australia - Mobile,6,158,47400,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202002,Australia - Mobile,1,34,10200,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202002,UK - Mobile,1,26,7800,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202003,Singapore,1,23,4600,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201908,U.K.,8,3026,353034,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201912,U.K.,10,4972,580066,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201912,Australia - Mobile,4,59,17700,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201909,Australia,1,23,2683,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202001,U.K.,37,19298,2251432,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201910,Australia,2,42,4900,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201908,Australia - Mobile,6,191,57300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,202001,UK - Mobile,18,8866,2659800,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201909,Australia - Mobile,1,14,4200,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201909,U.K.,9,5243,611683,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201910,Australia - Mobile,2,328,98400,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201911,Australia - Mobile,1,111,33300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201912,Australia - Mobile,1,18,5400,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201910,U.K.,20,6979,814218,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202005,Australia,1,31,3617,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202006,Australia,1,24,2800,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202001,Australia - Mobile,1,6,1800,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
ad3e1509a6b796cf239c672206bb0e3e,425ba7dcfe17742aba8994becf53c229,201911,U.K.,3,2353,274516,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202002,Australia - Mobile,1,9,2700,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202003,Australia - Mobile,10,1164,349200,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202004,Australia - Mobile,31,1201,360300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9593104a5b6451e4fbc4809cb45365ba,69618a067865cf92431ed15d79f75226,202003,India,1,499,32435,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202006,Australia - Mobile,1,43,12900,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202008,Australia - Mobile,8,623,186900,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,201908,Australia,1,55,6417,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
8d6b78cceb36bf981a8b640df885d760,0c059226310dd52f0f5b82951971cc93,201911,Australia - Mobile,1,21,6300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202004,Australia,2,39,4550,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202008,Australia,1,450,52500,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
8d6b78cceb36bf981a8b640df885d760,0c059226310dd52f0f5b82951971cc93,201912,Australia - Mobile,1,13,3900,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202005,Australia - Mobile,8,889,266700,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3b8e7ccfe4fe705dc8b9997e3fe14780,d41379ae8b99ba302277963826a796de,202007,Australia - Mobile,1,5,1500,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
deaa8e9304350368e7a1b31ca91e0966,acb74f0a36dd8628eca56b36daa1e186,201910,U.S.A,1,98,8003,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
05638ddbe2c4e3c9395dbeb0df1d9f6f,b12be81bb66614f327413c145d4cc59d,202001,United Arab Emirates  - Mobile,1,1584,528000,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
d6aef4cfbdf9e2532d6634d7c1e0b65b,48a7ca602fcfdf28093541cb00d613bb,202002,U.S.A,1,384,31360,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202004,U.S.A,1,2365,193142,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202006,U.S.A,1,43,3512,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
05638ddbe2c4e3c9395dbeb0df1d9f6f,b12be81bb66614f327413c145d4cc59d,202006,United Arab Emirates  - Mobile,2,320,106667,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,201910,U.K.,2,1023,119350,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,201911,U.K.,2,770,89833,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,201912,U.K.,2,920,107333,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202001,U.K.,1,119,13883,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3a832617520f103cb9e599b150f05d42,9fb8b46719fb977ff1d99a786ba3937f,202003,U.S.A,2,2401,196081,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202003,U.K.,5,2928,341599,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202004,U.K.,3,3040,354666,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3a832617520f103cb9e599b150f05d42,9fb8b46719fb977ff1d99a786ba3937f,202005,U.S.A,1,14,1143,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202005,U.K.,3,1433,167184,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202006,U.K.,2,1709,199384,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202007,U.K.,1,1113,129850,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3a832617520f103cb9e599b150f05d42,9fb8b46719fb977ff1d99a786ba3937f,202008,U.S.A,1,1321,107882,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202002,U.K.,3,554,64634,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9391cf9328f180ccda52d3c0fbed8405,256ca6fd748999e033e9ccd6b8535d82,202008,U.K.,3,2509,292717,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,201908,Malaysia - Mobile,2,75,15000,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3a832617520f103cb9e599b150f05d42,9fb8b46719fb977ff1d99a786ba3937f,201909,U.S.A,4,275,22458,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202008,Malaysia,1,211,42200,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,201909,Australia - Mobile,1,77,23100,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,201911,Australia - Mobile,1,177,53100,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3a832617520f103cb9e599b150f05d42,9fb8b46719fb977ff1d99a786ba3937f,202004,U.S.A,2,1561,127482,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202002,Australia,2,227,26484,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202004,Australia,2,565,65917,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
3a832617520f103cb9e599b150f05d42,9fb8b46719fb977ff1d99a786ba3937f,202007,U.S.A,2,3813,311395,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202006,Australia - Mobile,2,40,12000,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,201909,Australia,1,258,30100,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,201910,Australia,3,331,38617,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
5822303f1d9c5a0b792328e74ad09613,40316888f773134364ae711ebdfdc791,201910,France - Mobile,2,261,78300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,201911,Australia,3,192,22400,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202003,Australia,1,14,1633,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202008,Australia,1,7,817,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
aff96389478c3c551ff5eff4fd98abcb,ab97314f71804f7cc9fe63ab40d25d01,202002,Canada,1,221,18048,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202001,Australia - Mobile,1,426,127800,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
199f718bc367b33b58b3256e448d66b2,8d45b7c6c319b1df9e9e60b872aba928,202008,Australia - Mobile,1,21,6300,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
aff96389478c3c551ff5eff4fd98abcb,ab97314f71804f7cc9fe63ab40d25d01,202003,Canada,4,292,23848,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
be799a5defb107f57cca1fec75c2cce7,c0987213f252e79fef54ccd2e6a33ce9,201910,U.S.A,2,39,3185,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202001,U.S.A,7,326,26623,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202002,U.S.A,1,11,898,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
aff96389478c3c551ff5eff4fd98abcb,ab97314f71804f7cc9fe63ab40d25d01,201908,Canada,6,1761,143815,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202003,U.S.A,12,6551,534999,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202004,U.S.A,2,2463,201145,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202005,U.S.A,1,1798,146837,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
aff96389478c3c551ff5eff4fd98abcb,ab97314f71804f7cc9fe63ab40d25d01,201912,Canada,1,312,25480,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202006,U.S.A,4,2387,194939,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202007,U.S.A,1,3509,286568,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
835d8cac5b996e80dad21f431730f482,784384d51f5700d0d4057377873af5c3,202008,U.S.A,1,2302,187997,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
aff96389478c3c551ff5eff4fd98abcb,ab97314f71804f7cc9fe63ab40d25d01,202001,Canada,3,31,2532,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
125b839e826ef37a573afe8ab7f6efef,ca7177dce0c88239d82e5986b76d477c,202001,U.K.,5,441,51450,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
9390b2db55d18b6dca928bc8d11f84fb,6c429b4930e0b602e9fe34087c534f59,202004,Australia - Mobile,1,10,3000,R-MT,MT-AVR-NODE,MSAG5200-ISL,46716, 
72aa64126fb8fa180b82b03a1e3215c1,ae36df655dd53094a472c4af3a3954be,202005,Italy,3,3240,264600,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
0229633f66008af9de26cf997639b5df,1130f365a3683da739058139f369ccc5,202002,Japan,4,211,24617,R-MT,MT-AVR-NODE,MSAG5200-ISL,46716, 
72aa64126fb8fa180b82b03a1e3215c1,ae36df655dd53094a472c4af3a3954be,202006,Italy,7,8163,666645,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
0229633f66008af9de26cf997639b5df,1130f365a3683da739058139f369ccc5,202003,Italy,1,9,735,R-MT,MT-AVR-NODE,MSAG5200-ISL,46716, 
72aa64126fb8fa180b82b03a1e3215c1,ae36df655dd53094a472c4af3a3954be,202007,Italy,5,4608,376319,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
b32b8eb1b389b5e13424ccb16ef3bb20,20553805891f796374e3c3dc1e8a5cf9,201908,United Arab Emirates  - Mobile,2,13,4333,R-MT,MT-AVR-NODE,MSAG5200-ISL,46716, 
72aa64126fb8fa180b82b03a1e3215c1,ae36df655dd53094a472c4af3a3954be,201908,Italy - Mobile,2,2107,632100,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
cc88c18ac39d6ae56e2ff6888de18279,9f59609b705ca523e8468e1e8dc2eeb0,202005,UK - Mobile,1,143,42900,R-MT,MT-AVR-NODE,MSAG5200-ISL,46716, 
72aa64126fb8fa180b82b03a1e3215c1,ae36df655dd53094a472c4af3a3954be,201910,Italy - Mobile,2,1121,336300,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
cc88c18ac39d6ae56e2ff6888de18279,9f59609b705ca523e8468e1e8dc2eeb0,202006,UK - Mobile,2,124,37200,R-MT,MT-AVR-NODE,MSAG5200-ISL,46716, 
125b839e826ef37a573afe8ab7f6efef,ca7177dce0c88239d82e5986b76d477c,202002,U.K.,3,25,2917,R-RM,MV-GDM-NODE,MSAG5200-ISL,48249, 
8c30c90cf2f5e5bb19c0df5c06c672ef,611e5a29db6689e85a9da5d68617dc75,202003,France,1,269,31383,R-JA,JA-PKV-NODE,MSAG5200-ISL,46042, 
