Product_ID,Base_Type,Pricing_Type,Package_Type,VAS,Title,Description,BB_Data_Standard,BB_Data_Free,BB_Data_Anytime,BB_Data_Unlimited,BB_Connection_Type,BB_Connection_Speed,Included_Packages,Price,Monthly_Rental,VOICE_Home_SLT_Instrument_Rental,VOICE_Home_Customer_Instrument_Rental,VOICE_Charge_Active_Hours,VOICE_Charge_Leisure_Hours,VOICE_Free_Minutes,VOICE_Telehelth_Insurance_Benefits,VOICE_Tele_Life_Insurance_Benefits,PEOTV_No_of_Channels,PEOTV_Foreign_Channels,PEOTV_Local_Channels,PEOTV_Movie_Channels,PEOTV_Kids_Channels,PEOTV_Religious_Channels,PEOTV_Tamil_Channels,PEOTV_Educational_Channels,PEOTV_Music_Channels,PEOTV_Sports_Channels,PEOTV_News_Channels,PEOTV_HD_Pack,Subscription_Type,Minimum_Subscription_Period,Recidence_Type,Tax_Status,Conditions,Available_Regions,Dependent_Packages
BB_Web_Booster_4G,BB,PAID,4G,NO,WEB BOOSTER 4G,,75,110,,,Time-based,"8Mbps,1024Kbps",,3000-9000,3490,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Booster_ADSL,BB,PAID,ADSL,NO,WEB BOOSTER ADSL,,75,110,,,Time-based,"21Mbps,512Kbps",,3000-9000,3490,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Web_Booster_Fibre,BB,PAID,Fibre,NO,WEB BOOSTER FIBRE,,85,120,,,Time-based,"100Mbps,50Mbps",,3000-9000,3490,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Lte_Unlimited_4_4G,BB,PAID,4G,NO,LTE UNLIMITED 4 4G,,,,,4Mbps,Unlimited,"8Mbps,1024Kbps",,3000-9000,3950,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages .
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Spike_4G,BB,PAID,4G,NO,ANY SPIKE 4G,,,,130,,Anytime,"8Mbps,1024Kbps",,3000-9000,4390,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with the standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Spike_ADSL,BB,PAID,ADSL,NO,ANY SPIKE ADSL,,,,130,,Anytime,"21Mbps,512Kbps",,3000-9000,4390,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500(Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Any_Spike_Fibre,BB,PAID,Fibre,NO,ANY SPIKE FIBRE,,,,155,,Anytime,"100Mbps,50Mbps",,3000-9000,4390,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Adsl_Unlimited_4_ADSL,BB,PAID,ADSL,NO,ADSL UNLIMITED 4 ADSL,,,,,4Mbps,Unlimited,"21Mbps,512Kbps",,3000-9000,4450,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages.
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Migration to unlimited packages is entitled to ADSL connections activated more than 6 months ago.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Pro_Fibre,BB,PAID,Fibre,NO,WEB PRO FIBER,,105,155,,,Time-based,"100Mbps,50Mbps",,3000-9000,4890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Pro_Fibre_1Gbps,BB,PAID,Fibre,NO,WEB PRO FIBER 1GBPS,,115,170,,,Time-based,"1Gbps,500Mbps",,3000-9000,4890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"*Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Pro_4G,BB,PAID,4G,NO,WEB PRO 4G,,95,140,,,Time-based,"8Mbps,1024Kbps",,3000-9000,4890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Pro_ADSL,BB,PAID,ADSL,NO,WEB PRO ADSL,,95,140,,,Time-based,"21Mbps,512Kbps",,3000-9000,4890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Lte_Unlimited_8_4G,BB,PAID,4G,NO,LTE UNLIMITED  8 4G,,,,,8Mbps,Unlimited,"8Mbps,1024Kbps",,3000-9000,5450,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages .
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Fibre_Unlimited_Flash_10_Fibre,BB,PAID,Fibre,NO,FIBRE UNLIMITED FLASH 10,,,,,"100Mbps-10GB,1Mbps",Unlimited,"100Mbps,50Mbps",,3000-9000,5450,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages (Except for Fibre Unlimited Flash 10 & 25 packages).
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Adsl_Unlimited_8_ADSL,BB,PAID,ADSL,NO,ADSL UNLIMITED 8 ADSL,,,,,8Mbps,Unlimited,"21Mbps,512Kbps",,3000-9000,5750,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages.
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Migration to unlimited packages is entitled to ADSL connections activated more than 6 months ago.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Fibre_Unlimited_10_Fibre,BB,PAID,Fibre,NO,FIBRE UNLIMITED 10,,,,,10Mbps,Unlimited,"100Mbps,50Mbps",,3000-9000,5950,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages (Except for Fibre Unlimited Flash 10 & 25 packages).
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Strom_4G,BB,PAID,4G,NO,ANY STORM 4G,,,,200,,Anytime,"8Mbps,1024Kbps",,3000-9000,6790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with the standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Strom_ADSL,BB,PAID,ADSL,NO,ANY STORM ADSL,,,,200,,Anytime,"21Mbps,512Kbps",,3000-9000,6790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500(Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Any_Strom_Fibre,BB,PAID,Fibre,NO,ANY STORM FIBRE,,,,250,,Anytime,"100Mbps,50Mbps",,3000-9000,6790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Strom_Fibre_1Gbps,BB,PAID,Fibre,NO,ANY STORM FIBRE 1GBPS,,,,275,,Anytime,"1Gbps,500Mbps",,3000-9000,6790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Master_4G,BB,PAID,4G,NO,WEB MASTER 4G,,170,255,,,Time-based,"8Mbps,1024Kbps",,3000-9000,8890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Master_ADSL,BB,PAID,ADSL,NO,WEB MASTER ADSL,,170,255,,,Time-based,"21Mbps,512Kbps",,3000-9000,8890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Web_Master_Fibre,BB,PAID,Fibre,NO,WEB MASTER FIBRE,,190,280,,,Time-based,"100Mbps,50Mbps",,3000-9000,8890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Master_Fibre_1Gbps,BB,PAID,Fibre,NO,WEB MASTER FIBRE 1GBPS,,205,305,,,Time-based,"1Gbps,500Mbps",,3000-9000,8890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"*Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Fibre_Unimited_Flash_25_Fibre,BB,PAID,Fibre,NO,FIBRE UNLIMITED FLASH 25,,,,,"100Mbps - 25GB, 1Mbps",Unlimited,"100Mbps,50Mbps",,9000-20000,9450,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages (Except for Fibre Unlimited Flash 10 & 25 packages).
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Fibre_Unlimited_25_Fibre,BB,PAID,Fibre,NO,FIBRE UNLIMITED 25,,,,,25Mbps,Unlimited,"100Mbps,50Mbps",,9000-20000,10450,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages (Except for Fibre Unlimited Flash 10 & 25 packages).
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Glam_4G,BB,PAID,4G,NO,ANY GLAM 4G,,,,350,,Anytime,"8Mbps,1024Kbps",,9000-20000,11790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with the standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Glam_ADSL,BB,PAID,ADSL,NO,ANY GLAM ADSL,,,,350,,Anytime,"21Mbps,512Kbps",,9000-20000,11790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500(Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Any_Glam_Fibre,BB,PAID,Fibre,NO,ANY GLAM FIBRE,,,,420,,Anytime,"100Mbps,50Mbps",,9000-20000,11790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Glam_Fibre_1Gbps,BB,PAID,Fibre ,NO,ANY GLAM FIBRE 1GBPS,,,,460,,Anytime,"1Gbps,500Mbps",,9000-20000,11790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Champ_4G,BB,PAID,4G,NO,WEB CHAMP 4G,,270,405,,,Time-based,"8Mbps,1024Kbps",,9000-20000,13690,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Champ_ADSL,BB,PAID,ADSL,NO,WEB CHAMP ADSL,,270,405,,,Time-based,"21Mbps,512Kbps",,9000-20000,13690,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Web_Champ_Fibre,BB,PAID,Fibre,NO,WEB CHAMP FIBRE,,300,540,,,Time-based,"100Mbps,50Mbps",,9000-20000,13690,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
