ACCOUNT_NUM.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_country,Peo_TV_Package,PEO_TV_Scaled,BB_Package,BB_Scaled,TARIFF_NAME,Location_Identifier,GENDER,Sub_Type,Megaline_Package,Package_Type,VAS_Package,VAS_Rental,VAS_One_Time_Charge,Product_Type,MEDIUM,Sub_Update,BB_Extra_GB_Purchased_Scaled,BB_Extra_GB_Amount,Peo_Extra_Channels_Purchased_Scaled,Having_Insurance,Having_Senior_Citizen_Scaled,SMEs_Scaled,Having_Teenagers_Students_Scaled,Having_Working_Professionals_Scaled,Having_Family_Member_Abroad_Scaled,Tamil_Customer
f914d14f1f69c4d0e5edae1e10b74a0c,0.084567962,NO,0.029214089,NO,0.018543956,NO,0.034733124,NO,0.009166667,NO,"['Orange/France Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,PEO_SILVER,0.45,Web LITE,0.145833333,Web Lite,MSAG5200-ISLTBL-NODE5577771,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",['Basic1 TeleLife'],['60'],[],[],", ",SINGLE_PLAY -> TRIPLE_PLAY,0.01,0,0,YES,0.5,0.1,0.2,0.4,0.6,
0ebac55a0548b5a655b64dbcb3805cf9,0.182741366,NO,0.291944662,NO,0.085851648,NO,0.051878925,NO,0.003333333,NO,['DU/UAE Incoming II'],0,,,PEO_UTHAYAM,0.625,,0,AB_Copper Access Bearer,MSAG5200PK-NODE438641,M,DOUBLE_PLAY_PV,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['PeoTV', 'Voice', 'Other']",['Plus1 TeleLife'],[100.0],[],['Megaline'],"C, C",DOUBLE_PLAY_PV -> TRIPLE_PLAY,0,0,0,YES,0.5,0,0.1,0.3,0.1,YES
1d37487e1a255b2fc890ba502613af24,0.087617739,NO,0.045207025,NO,0.115384615,NO,0.055484694,NO,0.014166667,NO,"['Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,PEO_SILVER,0.91875,Web Starter,0.645833333,Web Starter,ZXDSL9806H-ISLKE-NRP-NODE495731,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']","['BB Messenger Bundle', 'Meet Lite', 'Edu Lite']",['45'],"[195.0, 195.0]",[],", ",,0.01,10,0,,0,0.2,0.8,0.75,0.85,
f530fa175c025159cdd33507a7f3d426,0.11553179,NO,0.302394035,NO,0.198832418,NO,0.233173077,NO,0.076666667,YES,"['DU/UAE Incoming II', 'KT/Korea Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,,0,Web Family Plus,0,FTTH Web Family Plus,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'PeoTV', 'Other', 'Voice']",['PeoTVGo Channel Package'],[350],[],[],", ",,0,0,0.362637363,,0.1,0,0,0,0.85,
4d38f8637a4eae8a8057927a14b0995c,0.012436224,NO,0.012019231,NO,0.002747253,NO,0.003605769,NO,0.01,NO,['Telstra/Australia Incoming II'],0,,,PEO_SILVER,0,,0,z Sales End_Res SLT Phone,C300MHT-NE-NODE8152461,M,SINGLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Video on Demand'],[],[],[],", ",TRIPLE_PLAY -> SINGLE_PLAY,0,0,0,,0.3,0,0,0,0.35,
e0760f53a2674153062261e224db3f3f,0.006353022,NO,0.109255424,,0.014766484,NO,0.006181319,NO,0.014166667,NO,"['STC/Saudi Arabia Incoming II', 'Platinum Incoming II', 'Telstra/Australia Incoming II', 'Ooredoo/Qatar incoming II']",0,,,,0,Web Family Plus,0.921875,Web Family Plus,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']",['Meet Lite'],[],[195.0],[],", ",,0.00286123,10,0,,0,0.4,0.6,0.65,0.85,
58731d05cb1202eee96142ae3c43185d,0.083022632,NO,0.115654435,NO,0.026785714,NO,0.042950353,NO,0,,,0,,,PEO_SILVER,0,Any Joy,0.239583333,Any Joy,MSAG5200-ISLMT-AVR-NODE467161,F,DOUBLE_PLAY_BV,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",['Meet Lite'],[],[195.0],[],", ",DOUBLE_PLAY_BV -> SINGLE_PLAY,0,5,0,,0,0,0.2,0.45,0,
bd1c0413b8ee92da3ec5ffef9515e849,0.033343145,NO,0.087446036,NO,0.119848901,NO,0.201604199,NO,0,,,0,,,PEO_SILVER,0,,0,z Sales End_.Home - Single Play,MSAG5200-ISLIDH-KGW-NODE6194491,M,DOUBLE_PLAY_PV,"['AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Voice']",['Video on Demand'],[],[],[],", ",TRIPLE_PLAY -> SINGLE_PLAY,0,0,0,,0.3,0,0,0,0,
0ebfa5f872ff349489aec8defe99bf3d,0.147141549,NO,0.163265306,NO,0.117788462,NO,0.146487441,NO,0,,,0,,,,0,,0,AB_Copper Access Bearer,MSAG5200-ISLMT-AVR-NODE467161,,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Basic1 TeleLife'],['60'],[],[],", ",,0,0,0,YES,0.6,0,0,0,0,
3a4c511838c35fd79cef93fc0a9d1236,0.121909341,NO,0.060096154,NO,0.01356456,NO,0.016336342,NO,0,,,0,,,PEO_SILVER,0.95,Web LITE,0,Web Lite,MSAG5200-ISLMT-AVR-NODE467161,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT PeoTV Service']","['Voice', 'Other', 'BB', 'PeoTV']",['Telehealth'],['165'],[],['Megaline'],"C, C",,0.01,0,0,YES,0.5,0.1,0.3,0.4,0,
44224bc1e2e7101c90bbad70dbcc5a6c,0.482813318,YES,0.109255424,,0.402472527,YES,0.436003728,YES,0.015,NO,"['HGC/HK Incoming II', 'CTGL/China Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,,0,Any Flix,0,Any Flix,MSAG5200-ISLBZ-NODE435881,,DOUBLE_PLAY_BV,"['AB WireLess Access', 'SLT Voice Service', 'BB SLT BroadBand Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['Other', 'Voice', 'BB', 'PeoTV', 'Other']","['E channeling Registration', 'PEO TV GO OTT A la carte channels', 'Meet Lite']",[100],[195.0],['Megaline'],,SINGLE_PLAY -> DOUBLE_PLAY_PV,0.062947067,59,0.087912088,,0,0.1,0.3,0.35,0.35,
ee8918a418b25bf24b8eae134672ac42,0.079196102,NO,0.069515306,NO,0.112465659,NO,0.144893053,NO,0.0025,NO,['Telstra/Australia Incoming II'],0,,,,0,,0,AB_Copper Access Bearer,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,['AB Copper Access Bearer'],['Other'],"['Basic1 TeleLife', 'Meet Lite']",['60'],[195.0],[],", ",,0,0,0,YES,0.8,0,0.2,0.25,0.35,
9b711e39affb4e5a7a364787253d4c09,0.022664835,NO,0.04123332,NO,0.002575549,NO,0.027080063,NO,0,,,0,,,,0,Web Family Plus,0.875,Web Family Plus,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",['BB Entertainment Unlimited'],['1990'],[],['Megaline'],"MC, MC",,0.037195994,95,0,,0,0.4,0.6,0.4,0,
335ad0977174a6b25d969a808106263b,0.300145539,NO,0.155317896,NO,0.213942308,NO,0.23822606,NO,0,,,0,,,PEO_SILVER,0.7125,,0,AB_Copper Access Bearer,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Meet Lite'],[],[195.0],[],", ",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0,6,0,,0.1,0,0.4,0.55,0,
44d58c09643065f357d46358acbc36e1,0.091133569,NO,0.030416013,NO,0.150240385,NO,0.124067896,NO,0.046666667,NO,"['DU/UAE Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,,0,,0,z Sales End_Res SLT Phone,MSAG5200-ISLPC-AGT-NODE480031,M,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Meet Lite'],[],[195.0],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0,10,0,,0.3,0,0.2,0.25,0.35,
fd54b3aa9768db49cee68803cb7a238c,0.0332205,NO,0.014791013,NO,0.143200549,NO,0.121345173,NO,0.0335,NO,"['KDD/Japan Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PCCW Incoming  II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,PEO_UTHAYAM,0.6875,,0,AB_Copper Access Bearer,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['Other', 'Voice', 'PeoTV']",['PEO TV GO OTT A la carte channels'],[100],[],[],", ",,0,0,0.087912088,,0.3,0,0.2,0.1,1.35,YES
afe14971824c008742742c0250bbb055,0.054585296,NO,0.146438383,NO,0.038804945,NO,0.309262166,YES,0.003333333,NO,['KT/Korea Incoming II'],0,,,PEO_SILVER,0.91875,,0.340277778,AB_Copper Access Bearer,UA5000(IPMB)SL-NODE385341,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer']","['PeoTV', 'Other']","['Telehealth', 'Hotline Time Delayed']",[100.0],[],['Megaline'],"C, C",,0,0,0,YES,0.8,0.1,0.3,0.2,0.1,
49384555f99f8bbb2293dfec2d35cd9e,0.125555992,NO,0.301560047,NO,0.129979396,NO,0.217302786,NO,0.006666667,NO,['BICS/Belgium Incoming II'],0,,,PEO_SILVER,0.95,,0.401041667,AB_Copper Access Bearer,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['Other', 'Voice', 'PeoTV']","['Plus1 TeleLife', 'Meet Lite']",['100'],[195.0],['Megaline'],"C, C",,0,4,0,YES,0.6,0.1,0.5,0.65,0.35,
af20d93bfceb8a2cbf10b79afd828c26,0.108164901,NO,0.15060832,NO,0.063873626,NO,0.052197802,NO,0.018166667,NO,"['UK/BT Incoming II', 'Telstra/Australia Incoming II']",0,,,PEO_SILVER,0.89375,,0.614583333,TR 2016_.Home - Triple Play,MSAG5200-ISLMV-GDM-NODE482491,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Voice']",['Basic1 TeleLife'],['60'],[],[],", ",,0,9,0,YES,0.8,0.1,0.3,0.4,0.35,
6228bb8aa959b7cb9d3d2ad338fec546,0.170624019,NO,0.069981358,NO,0.18956044,NO,0.154042386,NO,0.003333333,NO,['CAT/Thailand Incoming II'],0.006410256,NO,['Russia'],PRANAMA,0.7125,,0,AB_Copper Access Bearer,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['Other', 'PeoTV', 'Voice']",['Basic1 TeleLife'],['60'],[],[],", ",,0,0,0,YES,1,0,0.2,0.1,0.1,
df54f3cec9f5152d8e114e24368096fd,0.173739207,NO,0.280955651,NO,0.178743132,NO,0.264619309,NO,0.002666667,NO,['Telstra/Australia Incoming II'],0,,,PEO_SILVER_PLUS,0.7,Web PAL,0.536458333,Web Pal,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",['Plus1 TeleLife'],['100'],[],[],", ",,0.00286123,39,0,YES,0.9,0.2,0.4,0.5,0.35,
5fd4008dfb0c4c1ec262366c3ca826be,0.055942569,NO,0.134885204,NO,0.036229396,NO,0.036008634,NO,0,,,0,,,PEO_UTHAYAM,0.9,Web LITE,0.328125,Web Lite,UA5000(IPMB)SL-NODE385341,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",['Plus1 TeleLife'],['100'],[],[],", ",,0.01,0,0,YES,0.5,0.1,0.3,0.4,0,YES
8a5195e86fa4439113e96300694dbd95,0.015592295,NO,0.048076923,NO,0.009271978,NO,0.037308673,NO,0,,,0,,,PEO_UNNATHAM,0,Web Starter,0,Web Starter,MSAG5200-ISLVA-NKM-NODE481961,F,DOUBLE_PLAY_BV,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",['Plus1 TeleLife'],['100'],[],['Megaline'],"C, C",,0.01,0,0,YES,0.8,0.1,0.1,0.3,0,YES
ac65d138775c58dabd6f0c898b3eca45,0.093226714,NO,0.21107241,NO,0.098042582,NO,0.122915031,NO,0,,,0,,,,0,,0,z Sales End_Res SLT Phone,MSAG5200PH-AKG-NODE431631,,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Meet Lite'],[],[195.0],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0,2,0,,0,0,0.2,0.25,0,
b687df66a7c6bddc1023db596c4f3c2a,0.262902276,NO,0.134885204,NO,0.231456044,NO,0.171556122,NO,0.002666667,NO,['Orange/France Incoming II'],0,,,PEO_SILVER_PLUS,0.95,Student Package 2,0.375,Student Package 2,MSAG5200-ISLMT-AVR-NODE467161,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']","['Meet Lite', 'Meet Max']",[],"[195.0, 490.0]",[],", ",,0.01,74,0,,0.4,0.4,1,1,0.35,
59600c518e06137a7cfce173bb795123,0.013221154,NO,0.045673077,NO,0.023351648,NO,0.035027473,NO,0.003333333,NO,['DU/UAE Incoming II'],0.006410256,NO,['Australia - Mobile'],SLTStaff_PEO_SILVER,0,Web PAL,0.560763889,LTEWEB PAL,MSAG5200-ISLIDH-KGW-NODE6194491,,DOUBLE_PLAY_BV,"['SLT PeoTV Service', 'SLT Voice Service', 'AB WireLess Access', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['PeoTV', 'Voice', 'Other', 'BB', 'Other']","['Hotline Immediate', 'Hotline Time Delayed', 'BB Entertainment Unlimited', 'Meet Lite']",['1990'],[195.0],['Megaline'],,DOUBLE_PLAY_PV -> TRIPLE_PLAY,0.037195994,10,0,,0,0.2,0.6,0.45,0.6,
cc7d16b0e029443d0fadd6c2b903b546,0.319809655,NO,0.09836146,NO,0.168956044,NO,0.193583203,NO,0.518166667,YES,"['Etisalat/UAE Incoming II', 'HGC/HK Incoming II', 'Maxis/ MY Incoming II', 'Platinum Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'Saif Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.224358974,YES,['United Arab Emirates  - Mobile'],PEO_UTHAYAM,0.95,Student Package 1,0.324652778,Student Package 1,MSAG5200-ISLMT-AVR-NODE467161,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT PeoTV Service']","['Voice', 'Other', 'BB', 'PeoTV']",['Telehealth'],['100'],[],['Megaline'],"C, C",DOUBLE_PLAY_BV -> TRIPLE_PLAY,0,0,0,YES,0.9,0,0.2,0.1,1.6,YES
c4b3d2beb32b7b06d5c0c639cca5dd46,0.102662219,NO,0.077291013,NO,0.219093407,NO,0.210753532,NO,0,,,0,,,PEO_SILVER,0.8375,Student Package 1,0.630208333,Student Package 1,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service', 'SLT Voice Service']","['Other', 'PeoTV', 'BB', 'Voice']","['Basic1 TeleLife', 'Telehealth']","[60.0, '100']",[],"['Megaline', 'Megaline']","C, C, C, C",DOUBLE_PLAY_BV -> TRIPLE_PLAY,0.01,63,0,YES,0.5,0.2,0.6,0.5,0,
7c5adff3a58730b7e6144c73aa4316bf,0.081575419,NO,0.163265306,NO,0.053914835,NO,0.11911303,NO,0.0025,NO,"['HGC/HK Incoming II', 'DU/UAE Incoming II']",0,,,PEO_SILVER_PLUS,0.85625,Student Package 1,0.170138889,Student Package 1,MSAG5200-ISLMH-POL-NODE491451,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'PeoTV', 'Other', 'Voice']","['Plus1 TeleLife', 'Meet Lite']",['100'],[195.0],[],", ",,0.01,37,0,YES,0.5,0.1,0.5,0.85,0.1,
1dfdca56f88f2edd7db6bb009a32aa15,0.009214744,NO,0.015992936,NO,0.077953297,NO,0.118646978,NO,0,,,0,,,,0,Web Family Xtra,1,Web Family Xtra,MSAG5200-ISLWI-NWT-NODE485201,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']","['BB Report Subscription Charge', 'Meet Lite', 'BB YouTube Bundle']","[40.0, '155']",[195.0],[],", ",,0.004291845,0,0,,0.3,0.6,0.8,0.85,0,
651c6b3fc9842c5c50a8286a9742b4a4,0.02057169,NO,0.018028846,NO,0.017342033,NO,0.018617543,NO,0,,,0,,,PEO_SILVER,0,,0,AB_Copper Access Bearer,UA5000(IPMB)SL-NODE385341,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']","['Hotline Time Delayed', 'Hotline Immediate', 'Video on Demand']",[],[],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_PV,0,0,0,,0,0,0,0.2,0,
fbc3bb19ac95cf245f78b7ac686e4ddd,0.016965921,NO,0.012387166,NO,0.021634615,NO,0.077855181,NO,0,,,0,,,,0,Web LITE,0.072916667,Web Lite,MSAG5200-ISLND-PHG-NODE500241,M,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",['Meet Lite'],[],[195.0],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0.01,0,0,,0.3,0.1,0.3,0.35,0,
40b83b2408241641beda57ccda54ea1f,0.210974294,NO,0.264570251,NO,0.209993132,NO,0.346227433,YES,0.055833333,NO,"['UK/BT Incoming II', 'DU/UAE Incoming II', 'STC/Saudi Arabia Incoming II']",0.104166667,YES,"['Australia - Mobile', 'U.K.', 'China']",,0,Web Family Xtra,0.755208333,Web Family Xtra,MSAG5200-ISLMV-GDM-NODE482491,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",['BB Report Subscription Charge'],[40.0],[],[],", ",,0.001430615,47,0,,0.4,0.4,0.4,0.6,1.1,
bfcd9dbf9cb952a184d7e5a4a8059df1,0.233222135,NO,0.313505691,NO,0.182520604,NO,0.234325942,NO,0,,,0,,,PEO_SILVER,0.7125,,0,AB_Copper Access Bearer,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['Other', 'PeoTV', 'Voice']","['Basic1 TeleLife', 'Meet Lite', 'Meet Max']",['60'],"[195.0, 490.0]",[],", ",DOUBLE_PLAY_PV -> TRIPLE_PLAY,0,6,0,YES,0.9,0.2,0.6,0.6,0,
fb2b5b3b84aebc38552057b4488ba0ad,0.030702185,NO,0.069981358,NO,0.012190934,NO,0.07967033,NO,0.015833333,NO,"['Maxis/ MY Incoming II', 'Telstra/Australia Incoming II', 'DU/UAE Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,PEO_SILVER,0.95,Web Starter,0.578125,Web Starter,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['Voice', 'PeoTV', 'BB', 'Other']",['Basic1 TeleLife'],['60'],[],['Megaline'],"C, C",,0.01,0,0,YES,0.5,0.2,0.4,0.5,0.6,
8b638f7a0abe531d4255cabf28c4d826,0.177933673,NO,0.088476256,NO,0.046875,NO,0.027595173,NO,0.003333333,NO,['CHTI/ Taiwan Incoming II'],0,,,PEO_SILVER,0.95,Student Package 1,0.137152778,Student Package 1,MSAG5200-ISLMT-AVR-NODE467161,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['PeoTV', 'Other', 'BB', 'Voice']","['Sisu Connect', 'Telehealth']","['0', '100']",[],"['Megaline', 'Megaline']","MC, C, MC, C",,0.01,0,0,YES,0.5,0.1,0.3,0.4,0.1,
3588bcf2b85e15cab9371b4dc1af23be,0.218161303,NO,0.151712127,NO,0.270604396,NO,0.216272567,NO,0.0125,NO,"['Maxis/ MY Incoming II', 'Telstra/Australia Incoming II']",0.025641026,NO,['Italy'],PEO_SILVER,0.8875,Web LITE,0.267361111,Web Lite,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",['Basic Phone Installment'],[],[],[],", ",,0.01,0,0,,0.4,0.1,0.3,0.2,0.6,
6123ee47fb31813857c8e410ded84b8d,0.29380887,NO,0.236386381,NO,0.318681319,NO,0.256279435,NO,0.202833333,YES,"['CTGL/China Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'GTS Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.165064103,YES,"['Australia - Mobile', 'U.S.A']",PEO_SILVER,0.8875,,0,z Sales End_Res SLT Phone,C300MKI-NODE10668164,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['Voice', 'Other', 'PeoTV']",['Sisu Connect'],['30'],[],['Megaline'],"MC, MC",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0,0,0,,0.4,0,0.2,0.1,1.6,
fa6f2ef1e960704d0be50ffe997e65bf,0.107347266,NO,0.028846154,NO,0.067651099,NO,0.090512166,NO,0,,,0,,,,0,,0,TR 2016_.Home - Single Play,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Basic1 TeleLife'],['60'],[],[],", ",,0,0,0,YES,0.5,0,0,0.2,0,
bd91398f09b3329c05935cb51268c42d,0.04618001,NO,0.021168564,NO,0.050824176,NO,0.030857535,NO,0,,,0,,,PEO_SILVER,0.8,,0,Cu_Peo Silver,MSAG5200-ISLWM-NODE432881,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['Voice', 'PeoTV', 'Other']",['Telehealth'],['100'],[],['Megaline'],"C, C",,0,0,0,YES,0.8,0,0.2,0.1,0,
cc94c57867407f733d7160afb15f7ef5,0.116120487,NO,0.077291013,NO,0.010473901,NO,0.035419937,NO,0,,,0,,,PEO_UTHAYAM,0.775,Web Starter,0.473958333,Web Starter,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']","['Basic1 TeleLife', 'Meet Lite']",[60.0],[195.0],['Megaline'],"C, C",DOUBLE_PLAY_PV -> TRIPLE_PLAY,0.01,0,0,YES,0.8,0.2,0.6,0.75,0,YES
25e6e2871bd9e32697f383a060b5dc52,0.012697868,NO,0.012755102,NO,0.005322802,NO,0.008315345,NO,0,,,0,,,,0,Web LITE,0.078125,Web Lite,MSAG5200-ISLNL-HGW-NODE491281,,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service']","['Voice', 'BB']","['Meet Max', 'Meet Lite']",[],"[490.0, 195.0]",[],", ",,0.01,62,0,,0,0.3,0.5,0.6,0,
d9327013392b715deae9b76c15957238,0.032043106,NO,0.120462127,NO,0.008070055,NO,0.010522959,NO,0.01,NO,"['PTCL/Pakistan Incoming II', 'Lycatel Incoming II']",0,,,,0,Web Family Plus,0.8125,Web Family Plus,MSAG5200-ISLJA-PKV-NODE460421,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']","['Telehealth', 'Plus1 TeleLife']","['100', '100']",[],"['Megaline', 'Megaline']","C, C, C, C",,0.00286123,0,0,YES,0.8,0.4,0.4,0.4,0.35,
37296051b1a10ae0a3a092dca8d7b17d,0.096807954,NO,0.064069859,NO,0.011847527,NO,0.063947214,NO,0,,,0,,,,0,,0,TR 2016_.Home - Single Play,MSAG5200-ISLMT-AVR-NODE467161,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Voice']",['Basic1 TeleLife'],['60'],[],[],", ",,0,0,0,YES,0.8,0,0,0,0,
ad1fbd266133d085a60fe6ae199a04d5,0.032590921,NO,0.018396782,NO,0.039663462,NO,0.125784929,NO,0.105,YES,"['Etisalat/UAE Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,PEO_SILVER,0.74375,Any Beat,0.21875,Any Beat,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Voice', 'Other', 'PeoTV', 'BB']",['Meet Lite'],[],[195.0],[],", ",,0.01,2,0,,0,0.1,0.5,0.65,0.85,
d2d4d4c0d9073b129d3085bf7e9ab2b2,0.077013017,NO,0.135621075,NO,0.021462912,NO,0.010155024,NO,0,,,0,,,,0,,0,AB_Copper Access Bearer,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Voice']",['Sisu Connect'],['30'],[],[],", ",,0,0,0,,0,0,0,0.2,0,
