ACCOUNT_NUM.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_country,BB_Scaled,BB_Package,TARIFF_NAME,BB_Medium,Location_Identifier,GENDER,Sub_Type,Megaline_Package,Package_Type,FTTH_Package,VAS_Package,Product_Type,Sub_Update,BB_Extra_GB_Usage_Times,BB_Extra_GB_Purchased_Scaled,BB_Extra_GB_Amount,Having_Insurance,Having_Senior_Citizen_Scaled,Having_Kids_at_Home_Scaled,SMEs_Scaled,Having_Teenagers_Students_Scaled,Having_Working_Professionals_Scaled,Having_Family_Member_Abroad_Scaled,Tamil_Customer
3c502de03c83a5ab2b0611acea658f02,0.001201923,NO,0.001201923,NO,0.001373626,NO,0.002403846,NO,0,,,0,,,0.372947913,Web PAL,Web Pal,COPPER,MSAG5200-ISLND-PHG-NODE500241,M,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT PeoTV Service']","['Voice', 'Other', 'BB', 'PeoTV']",,,,,1,0.01,0,,0,0.2,0.1,0.1,0.3,0,
16195d6ea26221cbf854e51521778d07,0.098206109,NO,0.085140306,NO,0.126717033,NO,0.049107143,NO,0,,,0,,,0.085069444,Any Joy,Any Joy,LTE,MSAG5200PH-AKG-NODE431631,M,DOUBLE_PLAY_BV,"['BB SLT BroadBand Service', 'AB Copper Access Bearer']","['BB', 'Other']",,"['Plus1 TeleLife', 'Meet Lite']",['Megaline'],,1,0.01,3,YES,0.5,0.2,0.1,0.3,0.55,0,
296a3019fe9e13a6b2414a7f1f24651e,0.058248299,NO,0.107240973,NO,0.011675824,NO,0.018470369,NO,0,,,0,,,0.010416667,Web PAL,Web Pal,COPPER,MSAG5200MGE-NODE428381,M,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,SINGLE_PLAY -> DOUBLE_PLAY_BV,1,0.01,0,,0,0.2,0.1,0.1,0.3,0,
f9d3e41bc42777e69dc59dd8737f4131,0.058248299,NO,0.038829474,NO,0.071943681,NO,0.055975275,NO,0,,,0,,,0.260416667,Web Starter,Web Starter,COPPER,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,['Meet Lite'],[],,1,0.01,4,,0.3,0.2,0.1,0.3,0.35,0,
276dd23beb90c75a95dada62490cd142,0.086473051,NO,0.026344192,NO,0.039148352,NO,0.051584576,NO,0.316666667,YES,"['Maxis/ MY Incoming II', 'S&BTS Incoming II', 'CTGL/China Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.123397436,YES,"['U.K.', 'Australia', 'U.S.A', 'Singapore']",0.197916667,Web Family Xtra,Web Family Xtra,COPPER,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service']","['BB', 'Voice']",,,,,1,0.01,0,,0,0,0.1,0.1,0.1,1.6,
4dc580d935b3ea0e73a38c74abf31740,0.03073489,NO,0.007211538,NO,0.039663462,NO,0.0230573,NO,0.0025,NO,['Maxis/ MY Incoming II'],0,,,0.151041667,Any Joy,Any Joy,LTE,MSAG5200-ISLMV-GDM-NODE482491,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",,['Meet Lite'],[],,1,0.01,5,,0,0.2,0.1,0.3,0.55,0.1,
e17407c2f6581dc7f32e9e3c30e6e64b,0.15087814,NO,0.123675432,NO,0.12706044,NO,0.144819466,NO,0.124333333,YES,"['Optus/AU Incoming II', 'Skype/LUX Incoming II', 'DU/UAE Incoming II', 'STC/Saudi Arabia Incoming II']",0.227564103,YES,"['New Zealand - Mobile', 'Australia', 'U.S.A']",0.151041667,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLMV-GDM-NODE482491,F,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,SINGLE_PLAY -> DOUBLE_PLAY_BV,17,0.022889843,1,,0.4,0.2,0.1,0.1,0.1,1.1,
527bee55410e283d6f39f8f333688afd,0.017333857,NO,0.02357241,NO,0.184065934,NO,0.147934655,NO,0,,,0,,,0.199652778,Web LITE,Web Lite,COPPER,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'BB']",,"['Basic1 TeleLife', 'Plus1 TeleLife']",[],,1,0.01,0,YES,0.8,0.45,0.1,0.3,0.2,0,
70e0cf7c9948a51b68357ce9cb9e5058,0.074004121,NO,0.056490385,NO,0.140625,NO,0.125809458,NO,0,,,0,,,0.074652778,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLHZ-BRL-NODE471911,,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,,1,0.01,0,,0,0,0.1,0.1,0.1,0,
51656811642244c0088c3a48c415acb4,0.010670133,NO,0.019966641,NO,0.102325026,,0.007481358,NO,0,,,0,,,0.052083333,Web PAL,Web Pal,COPPER,MSAG5200-ISLTBL-NODE5577771,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'Other', 'Voice']",,,,,1,0.01,7,,0,0.2,0.1,0.1,0.3,0,
57789b66b39aed309cd52345e4332cb5,0.032590921,NO,0.014423077,NO,0.136332418,NO,0.02178179,NO,0,,,0,,,0.251736111,Web LITE,Web Lite,COPPER,MSAG5200-ISLMH-POL-NODE491451,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,SINGLE_PLAY -> TRIPLE_PLAY,1,0.01,0,,0,0,0.1,0.4,0.3,0,
52e7c04d12cb33c77031760584a9586e,0.020743394,NO,0.283531201,NO,0.015968407,NO,0.087985675,NO,0,,,0,,,0.372947913,Web Master,FTTH WEB MASTER,FTTH,MSAG5200-ISLND-PHG-NODE500241,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['PeoTV', 'Other', 'BB', 'Voice']",['AB Fiber Access Bearer'],"['PEO TV GO OTT A la carte channels', 'BB Entertainment Unlimited']",['Megaline'],,17,0.022889843,182,,0.3,0.2,0.1,0.1,0.1,0,
585c061210db2ec30816acae534b0431,0.050407182,NO,0.059899922,NO,0.012190934,NO,0.036597331,NO,0,,,0,,,0.372947913,Web LITE,Web Lite,COPPER,MSAG5200-ISLSI-DWS-NODE520721,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Voice', 'Other', 'PeoTV', 'BB']",,['BB Detailed Reports '],['Megaline'],,1,0.01,0,,0,0.2,0.1,0.1,0.3,0,
44115c9e000a5947c1f515a8e959f761,0.162308673,NO,0.240188383,NO,0.298763736,NO,0.317920918,YES,0.006666667,NO,"['Orange/France Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.060763889,Web LITE,Web Lite,COPPER,MSAG5200-ISLTBL-NODE5577771,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,,,,1,0.01,0,,0.4,0.2,0.1,0.1,0.1,0.6,
c3b10e6cfe7e5bd2bd9659dce5b01333,0.153208399,NO,0.104371075,NO,0.104910714,NO,0.172610871,NO,0.0025,NO,['Orange/France Incoming II'],0,,,0.372947913,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLWI-NWT-NODE485201,M,SINGLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service']","['Voice', 'BB']",,,,DOUBLE_PLAY_BV -> SINGLE_PLAY,2,0.001430615,0,,0.4,0.2,0.1,0.1,0.1,0.35,
02bda578c6252a455845788de8766d69,0.170534079,NO,0.02560832,NO,0.261675824,NO,0.177909144,NO,0.009166667,NO,"['Orange/France Incoming II', 'Skype/LUX Incoming II']",0.025641026,NO,['U.S.A'],0.697916667,Web PAL,Web Pal,COPPER,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",,,,,1,0.01,0,,0,0.1,0.4,0.4,0.4,0.6,
8f4b32b951ae23068e0b536ac887a5cf,0.178252551,NO,0.133119113,NO,0.069883242,NO,0.048493917,NO,0.013333333,NO,"['Maxis/ MY Incoming II', 'Orange/France Incoming II', 'DU/UAE Incoming II']",0,,,0.372947913,Web Starter,Web Starter,COPPER,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Other', 'BB']",,['Plus1 TeleLife'],['Megaline'],,1,0.01,0,YES,0.5,0.2,0.1,0.1,0.3,0.35,
690534cfb7ce9e883e7a2156822a79b4,0.10409308,NO,0.089310243,NO,0.018543956,NO,0.062426413,NO,0.250833333,YES,"['CAT/Thailand Incoming II', 'Maxis/ MY Incoming II', 'Nowtel Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Skype/LUX Incoming II', 'Telstra/Australia Incoming II', 'PTCL/Pakistan Incoming II']",0,,,0.178819444,Web LITE,Web Lite,COPPER,MSAG5200-ISLHNT-NODE423851,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",,['Meet Lite'],[],,1,0.01,25,,0,0.2,0.1,0.3,0.55,0.85,
a680a155a6a24890b6c3ae8c94870ad3,0.211906397,NO,0.083668564,NO,0.20260989,NO,0.175407182,NO,0.319666667,YES,"['Maxis/ MY Incoming II', 'Platinum Incoming II', 'DU/UAE Incoming II', 'Ooredoo/Qatar incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PCCW Incoming  II', 'STC/Saudi Arabia Incoming II']",0.096153846,YES,['Australia - Mobile'],0.359375,Web PAL,Web Pal,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,,,,1,0.01,0,,0.4,0.55,0.2,0.4,0.3,1.35,
0428ed3b8393d8dfb8ff616d8cad7e15,0.231750392,NO,0.071281397,NO,0.186813187,NO,0.113422292,NO,0,,,0,,,0.211805556,Web PAL,Web Pal,COPPER,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",,"['BB Messenger Bundle', 'BB YouTube Bundle', 'Meet Lite']",[],,1,0.01,21,,0.3,0.45,0.3,0.5,0.45,0,
268149853c4ab63714b8b72c196d398b,0.293906986,NO,0.115752551,NO,0.243131868,NO,0.127845369,NO,0.013833333,NO,"['PTCL/Pakistan Incoming II', 'Telstra/Australia Incoming II', 'DU/UAE Incoming II']",0,,,0.604166667,Web LITE,Web Lite,COPPER,C300MKI-NODE10668164,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,,,,1,0.01,0,,0.1,0.55,0.2,0.4,0.5,0.6,
62bd8ebb6ff7c3676ef87c700ed15758,0.259885204,NO,0.136822998,NO,0.18801511,NO,0.146610086,NO,0.01,NO,"['Dhiraagu/Maldives Incoming II', 'Skype/LUX Incoming II', 'DU/UAE Incoming II']",0,,,0.447916667,Web LITE,Web Lite,COPPER,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,,,DOUBLE_PLAY_PV -> TRIPLE_PLAY,1,0.01,0,,0.4,0.3,0.2,0.3,0.3,0.1,
9c2f2da142c4ad4b8f24e3e3e2b93be6,0.129169937,NO,0.183697998,NO,0.318509615,NO,0.258437991,NO,0.009166667,NO,"['Maxis/ MY Incoming II', 'PTCL/Pakistan Incoming II', 'Orange/France Incoming II']",0,,,0.770833333,SLT Staff Web Family Plus,SLT Staff Web Family Plus,COPPER,MSAG5200-ISLMV-GDM-NODE482491,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['Other', 'BB', 'Voice']",,['E channeling Registration'],['Megaline'],,11,0.014306152,0,,0.1,0.3,0.4,0.4,0.8,0.6,
b281748996ed0ffd220f33b2ffffe3a8,0.020743394,NO,0.098827512,NO,0.252575549,NO,0.286499215,NO,0,,,0,,,0.25,Any Beat,Any Beat,LTE,MSAG5200-ISLVA-NKM-NODE481961,,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']",,,,,6,0.007153076,0,,0,0,0.1,0.1,0.1,0,
3dfef04ef41e3a36d3474f8c27123fa7,0.078787284,NO,0.029582025,NO,0.174107143,NO,0.190394427,NO,0.036,NO,"['Maxis/ MY Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.372947913,Broadband Experience Package,Broadband Experience Package,COPPER,MSAG5200-ISLMV-GDM-NODE482491,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,,1,0.01,0,,0.3,0.2,0.1,0.1,0.1,0.85,
6da79766c57e021ac88dde68805bb2b3,0.016450811,NO,0.037529435,NO,0.006696429,NO,0.0245781,NO,0,,,0,,,0.260416667,z Sales End_SLT Staff Home,z Sales End_SLT Staff Home,COPPER,MSAG5200-ISLHC-NAP-NODE478721,,TRIPLE_PLAY,"['SLT PeoTV Service', 'BB SLT BroadBand Service']","['PeoTV', 'BB']",,,,,1,0.01,0,,0,0.25,0.1,0.3,0.4,0,
cefbe42bbe04263069a50f0cedf46279,0.033245029,NO,0.217351845,NO,0.007898352,NO,0.018740188,NO,0,,,0,,,0.401041667,Web LITE,Web Lite,COPPER,MSAG5200-ISLVA-NKM-NODE481961,,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",,,,,1,0.01,0,,0,0.1,0.2,0.2,0.2,0,
2eca1f684f6a5d6037f9f76c3e291324,0.020301871,NO,0.025240385,NO,0.007898352,NO,0.01049843,NO,0,,,0,,,0.372947913,Web LITE,Web Lite,COPPER,MSAG5200-ISLPC-AGT-NODE480031,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']",,,,DOUBLE_PLAY_PV -> TRIPLE_PLAY,1,0.01,5,,0,0.25,0.1,0.3,0.4,0,
24bfbfaec2e2087b143006a0d8821a07,0.147983713,NO,0.30379219,NO,0.162603022,NO,0.245216837,NO,0,,,0,,,0.072916667,Abhimaana,Abhimaana,COPPER,UA5000(IPMB)SL-NODE385341,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",,['Plus1 TeleLife'],[],DOUBLE_PLAY_BV -> TRIPLE_PLAY,1,0.01,0,YES,0.9,0.2,0.1,0.2,0.2,0,
774dc3b83ad4206d606eb9d6e0cd61c0,0.091149922,NO,0.123332025,NO,0.179773352,NO,0.184360283,NO,0.011666667,NO,"['UK/BT Incoming II', 'DU/UAE Incoming II']",0,,,0.588541667,Web LITE,Web Lite,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Other', 'Voice', 'BB']",,,,DOUBLE_PLAY_PV -> TRIPLE_PLAY,1,0.01,0,,0,0.55,0.2,0.4,0.5,0.1,
719f2691cdcfa7bf910e12d8ed681430,0.159103545,NO,0.220761381,NO,0.168440934,NO,0.111386381,NO,0.315,YES,"['HGC/HK Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.685897436,YES,"['United Arab Emirates', 'United Arab Emirates  - Mobile']",0.372947913,Web LITE,Web Lite,COPPER,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Megaline Startup', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,,,DOUBLE_PLAY_PV -> TRIPLE_PLAY,0,0,0,,0.4,0.45,0,0.2,0.1,1.55,YES
955d85e4155cbea0a3539f2f69ee1e38,0.18085263,NO,0.304233713,NO,0.090487637,NO,0.139300432,NO,0.367833333,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'CTGL/China Incoming II', 'TATA/Canada Incoming II', 'IVOCO Incoming II', 'Orange/France Incoming II', 'Optus/AU Incoming II', 'Telstra/Australia Incoming II', 'GTS Incoming II', 'Singtel/ SP Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.84375,z Sales End_Home,z Sales End_Home,COPPER,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",,['Plus1 TeleLife'],[],,1,0.01,0,YES,0.9,0.3,0.4,0.5,0.5,1.1,
7aa88a8f213887428df1ff0b913a6858,0.015396062,NO,0.073587127,NO,0.160542582,NO,0.031912284,NO,0,,,0,,,0.064236111,Any Flix,Any Flix,LTE,MSAG5200-ISLVA-NKM-NODE481961,,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,,,,1,0.01,20,,0,0,0.1,0.1,0.1,0,
8dc9cff7d04b2aa584987ce723aa8dad,0.075598509,NO,0.083938383,NO,0.100618132,NO,0.103144623,NO,0.302833333,YES,"['HGC/HK Incoming II', 'Maxis/ MY Incoming II', 'Platinum Incoming II', 'Nowtel Incoming II', 'Telstra/Australia Incoming II']",0.012820513,NO,['France - Mobile'],0.074652778,Student Package 1,Student Package 1,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['PeoTV', 'Voice', 'BB', 'Other']",,,,,1,0.01,0,,0.3,0.45,0.1,0.3,0.2,0.85,
5285d0b42789bc9ca23c2b10b1861071,0.10894983,NO,0.164270997,NO,0.20157967,NO,0.160640699,NO,0,,,0,,,0.372947913,Web LITE,Web Lite,COPPER,MSAG5200-ISLBZ-NODE435881,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'BB']",,,,,1,0.01,0,,0.1,0.2,0.1,0.1,0.3,0,
5e3aafebf2d2870663cf0b4db380bc93,0.063971743,NO,0.037259615,NO,0.150927198,NO,0.023376177,NO,0,,,0,,,0.1875,Web LITE,Web Lite,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['Voice', 'BB', 'Other']",,,,,0,0,0,,0,0,0,0.1,0.3,0,
da01cc6de13234534379e0424b72745b,0.001201923,NO,0.110354885,,0.102325026,,0.103510056,,0,,,0,,,0.157986111,Web Starter,Web Starter,COPPER,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service', 'AB WireLess Access']","['Other', 'Voice', 'BB', 'Other']",,,,,1,0.01,0,,0,0.2,0.1,0.1,0.3,0,
f090fb442ca3949264f46a455fee7fdc,0.093970761,NO,0.081730769,NO,0.009615385,NO,0.019770408,NO,0,,,0,,,0.241319444,Student Package 2,Student Package 2,COPPER,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Other', 'Voice', 'BB']",,['Basic1 TeleLife'],[],,1,0.01,0,YES,0.8,0.2,0.1,0.2,0.2,0,
63668d395005d8ab57e9578c744800c4,0.115335557,NO,0.087274333,NO,0.020604396,NO,0.018642072,NO,0.005166667,NO,"['UK/BT Incoming II', 'Telstra/Australia Incoming II']",0,,,0.194444444,Web LITE,Web Lite,COPPER,MSAG5200-ISLND-PHG-NODE500241,,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'Other', 'Voice']",,,,,1,0.01,0,,0,0,0.1,0.1,0.1,0.35,
c0a88f2479212769ade8a150e610833c,0.229747187,NO,0.501422684,YES,0.057520604,NO,0.113103414,NO,0.02,NO,"['BICS/Belgium Incoming II', 'Skype/LUX Incoming II']",0,,,0.59375,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLPC-AGT-NODE480031,M,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['Voice', 'BB', 'Other']",,['Plus1 TeleLife'],[],,1,0.01,0,YES,0.5,0.3,0.2,0.2,0.4,0.35,
066323e15583647d5102a831aa53aba7,0.001201923,NO,0.011185243,NO,0.005494505,NO,0.001373626,NO,0.0025,NO,['Platinum Incoming II'],0.096153846,YES,"['China - Mobile', 'Malaysia - Mobile', 'Pakistan']",0.372947913,z Sales End_Office,z Sales End_Office,COPPER,MSAG5200-ISLSI-DWS-NODE520721,,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",['AB Fiber Access Bearer'],"['BB Detailed Reports ', 'BB Report Subscription Charge']",['Megaline'],SINGLE_PLAY -> DOUBLE_PLAY_BV,21,0.028612303,125,,0,0,0.1,0.1,0.1,0.85,
dba737b29330ff976f996c0ed532c3f0,0.018339547,NO,0.041772959,NO,0.010473901,NO,0.022247841,NO,0.219166667,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Optus/AU Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PCCW Incoming  II', 'Lycatel Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.199652778,Web LITE,Web Lite,COPPER,MSAG5200-ISLJA-PKV-NODE460421,F,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['Voice', 'BB', 'Other']",,,,,1,0.01,0,,0.3,0.2,0.1,0.1,0.1,1.1,
1570296aa594bcb2f18af36c941f7136,0.132260597,NO,0.114452512,NO,0.163118132,NO,0.122596154,NO,0.0025,NO,['KDD/Japan Incoming II'],0,,,0.581597222,Web Starter,Web Starter,COPPER,MSAG5200-ISLMH-POL-NODE491451,,DOUBLE_PLAY_BV,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,['Telehealth'],['Megaline'],,1,0.01,0,YES,0.6,0.1,0.2,0.2,0.2,0.35,
4359778723049a27b7de3710103410fe,0.02057169,NO,0.042435243,NO,0.020260989,NO,0.023081829,NO,0,,,0,,,0.34375,Student Package 1,Student Package 1,COPPER,MSAG5200-ISLPRN-NODE427901,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'Other', 'Voice']",,,,,1,0.01,0,,0,0.3,0.2,0.4,0.4,0,
bfe4aff48b39bf352f7b5b88b0223052,0.16522763,NO,0.148106358,NO,0.252747253,NO,0.169593799,NO,0.4005,YES,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'LG U+/S. Korea Incoming II', 'DU/UAE Incoming II', 'CTGL/China Incoming II', 'PTCL/Pakistan Incoming II', 'KT/Korea Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'GTS Incoming II', 'TM/ Malaysia Incoming II', 'STC/Saudi Arabia Incoming II']",0.011217949,NO,['Korea Republic Of - Mobile'],0.567708333,Web LITE,Web Lite,COPPER,MSAG5200-ISLMT-AVR-NODE467161,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service', 'SLT PeoTV Service']","['Other', 'Voice', 'BB', 'PeoTV']",,['Meet Lite'],[],,1,0.01,0,,0.1,0.55,0.2,0.6,0.75,1.35,
34d5b9f153dd0cf51493dc75a67bf7e7,0.003777473,NO,0.001201923,NO,0.010817308,NO,0.004341641,NO,0,,,0,,,0.911458333,Web Master,Web Master,COPPER,MSAG5200-ISLSI-DWS-NODE520721,,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,,1,0.01,0,,0,0.1,0.6,0.4,0.4,0,
fbfdb60177fd5265eb5f0dc6a5f786a6,0.163437009,NO,0.032819859,NO,0.089285714,NO,0.110895801,NO,0.054333333,NO,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.372947913,Web LITE,Web Lite,COPPER,C300MIDH-IDJ-NODE11065541,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,,,DOUBLE_PLAY_PV -> TRIPLE_PLAY,1,0.01,0,,0.3,0.45,0.1,0.5,0.2,1.1,
f914d14f1f69c4d0e5edae1e10b74a0c,0.084567962,NO,0.029214089,NO,0.018543956,NO,0.034733124,NO,0.009166667,NO,"['Orange/France Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.145833333,Web LITE,Web Lite,COPPER,MSAG5200-ISLTBL-NODE5577771,F,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,['Basic1 TeleLife'],[],SINGLE_PLAY -> TRIPLE_PLAY,1,0.01,0,YES,0.5,0.2,0.1,0.2,0.4,0.6,
