,event_source,ONNET_OUTGOING_Usage,ONNET_INCOMING,OFFNET_OUTGOING_Usage,OFFNET_INCOMING_Usage,IDD_INCOMING_Usage,Peo_TV_Package,PEO_TV_Usage,Location_Identifier
741,112737409,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
742,112737509,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
743,112737665,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
744,112737693,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
745,112737854,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
746,112737867,MEDIUM,MEDIUM,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLMV-GDM-NODE482491
747,112738037,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
748,112738043,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
749,112738077,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
750,112738087,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
751,112738104,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
752,112738202,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
753,112738218,HIGH,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
754,112738337,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,HIGH,MSAG5200-ISLMV-GDM-NODE482491
755,112738775,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
756,112738783,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
757,112738904,LOW,LOW,LOW,LOW,NO,PEO_ENTERTAINMENT,NO,MSAG5200-ISLMV-GDM-NODE482491
758,112739035,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLMV-GDM-NODE482491
759,112739416,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
760,112739455,MEDIUM,LOW,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLMV-GDM-NODE482491
761,112739532,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,PEO_SILVER,HIGH,MSAG5200-ISLMV-GDM-NODE482491
762,112739662,HIGH,HIGH,MEDIUM,HIGH,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
763,112742042,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
764,112742567,HIGH,HIGH,HIGH,HIGH,LOW,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
765,112748514,HIGH,HIGH,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLHO-NODE524692
766,112757272,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPK-PNU-NODE6136021
767,112757321,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200PK-NODE438641
768,112757797,LOW,LOW,LOW,LOW,NO,PEO_SILVER_PLUS,HIGH,MSAG5200PK-NODE438641
769,112757814,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPK-PNU-NODE6136021
770,112759377,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,LOW,MSAG5200PK-NODE438641
771,112760405,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
772,112760717,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
773,112761106,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
774,112761357,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,LOW,MSAG5200-ISLMV-GDM-NODE482491
775,112761630,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
776,112761690,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLMV-GDM-NODE482491
777,112761739,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLMV-GDM-NODE482491
778,112768093,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
779,112768141,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
780,112768268,HIGH,HIGH,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
781,112768362,HIGH,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,LOW,MSAG5200-ISLND-PHG-NODE500241
782,112768389,LOW,LOW,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
783,112768419,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
784,112768500,LOW,MEDIUM,LOW,LOW,HIGH,NO,NO,MSAG5200-ISLND-PHG-NODE500241
785,112768505,MEDIUM,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
786,112768612,MEDIUM,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
787,112768625,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
788,112768804,LOW,NO,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
789,112768991,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
790,112769007,LOW,LOW,LOW,LOW,MEDIUM,PEO_SILVER,NO,MSAG5200-ISLND-PHG-NODE500241
791,112769087,LOW,LOW,LOW,LOW,MEDIUM,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
792,112769103,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
793,112769108,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
794,112769116,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,PEO_SILVER_PLUS,HIGH,MSAG5200-ISLND-PHG-NODE500241
795,112769159,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
796,112769180,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
797,112769313,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
798,112769333,LOW,NO,LOW,LOW,NO,PEO_FAMILY,NO,MSAG5200-ISLND-PHG-NODE500241
799,112769425,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_GOLD,NO,MSAG5200-ISLND-PHG-NODE500241
800,112769436,MEDIUM,MEDIUM,LOW,LOW,HIGH,NO,NO,MSAG5200-ISLND-PHG-NODE500241
801,112769456,LOW,LOW,MEDIUM,LOW,NO,PEO_UNNATHAM,HIGH,MSAG5200-ISLND-PHG-NODE500241
802,112769494,LOW,LOW,LOW,LOW,NO,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
803,112769559,MEDIUM,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
804,112769634,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
805,112769639,LOW,NO,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
806,112769640,LOW,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
807,112769761,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
808,112769812,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
809,112769822,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
810,112809023,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
811,112809045,LOW,NO,LOW,LOW,NO,PEO_UNNATHAM,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
812,112809102,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLND-PHG-NODE500241
813,112809104,LOW,LOW,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
814,112809253,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
815,112809280,LOW,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLND-PHG-NODE500241
816,112809403,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
817,112809457,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
818,112809482,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
819,112809636,MEDIUM,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
820,112809733,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
821,112809908,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
822,112810037,LOW,LOW,MEDIUM,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
823,112810128,HIGH,MEDIUM,HIGH,MEDIUM,NO,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
824,112810299,MEDIUM,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
825,112810302,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,NO,MSAG5200-ISLND-PHG-NODE500241
826,112810335,LOW,LOW,MEDIUM,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
827,112810351,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
828,112810368,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
829,112810411,LOW,LOW,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
830,112810471,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
831,112810502,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
832,112810512,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,NO,NO,MSAG5200-ISLND-PHG-NODE500241
833,112810529,LOW,MEDIUM,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
834,112810693,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,NO,NO,MSAG5200-ISLND-PHG-NODE500241
835,112810703,LOW,MEDIUM,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
836,112810706,MEDIUM,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
837,112810710,LOW,LOW,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
838,112810787,MEDIUM,MEDIUM,LOW,LOW,HIGH,NO,NO,MSAG5200-ISLND-PHG-NODE500241
839,112810803,LOW,LOW,LOW,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLND-PHG-NODE500241
840,112810819,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
841,112810841,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
842,112810851,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
843,112810869,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
844,112810875,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
845,112810886,LOW,MEDIUM,LOW,LOW,LOW,PEO_UTHAYAM,LOW,MSAG5200-ISLND-PHG-NODE500241
846,112810905,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
847,112810962,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
848,112811006,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
849,112811085,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
850,112811122,LOW,LOW,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
851,112811220,MEDIUM,MEDIUM,LOW,LOW,NO,NEW_SLT_STAFF_PACKAGE,NO,MSAG5200-ISLND-PHG-NODE500241
852,112811277,LOW,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
853,112811333,LOW,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
854,112811349,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
855,112811352,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
856,112811404,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
857,112811416,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
858,112811436,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
859,112811496,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
860,112811500,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
861,112811547,LOW,LOW,LOW,LOW,NO,PEO_UTHAYAM,LOW,MSAG5200-ISLND-PHG-NODE500241
862,112811605,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
863,112811653,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
864,112811711,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
865,112811840,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
866,112811996,LOW,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
867,112812168,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
868,112812224,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
869,112812258,LOW,LOW,LOW,LOW,MEDIUM,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
870,112812345,LOW,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
871,112812346,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
872,112812420,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
873,112812657,LOW,LOW,NO,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
874,112812735,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
875,112812748,MEDIUM,LOW,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
876,112812858,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
877,112812961,MEDIUM,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
878,112813116,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
879,112813409,HIGH,HIGH,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
880,112813452,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
881,112813743,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
882,112813913,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
883,112814538,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
884,112814606,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
885,112814618,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
886,112814705,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
887,112814751,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
888,112814959,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
889,112815002,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
890,112815092,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
891,112815172,LOW,LOW,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
892,112815224,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
893,112815521,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
894,112816062,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
895,112816069,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
896,112816087,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
897,112816088,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
898,112816096,MEDIUM,LOW,LOW,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLND-PHG-NODE500241
899,112816099,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
900,112816120,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
901,112816134,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
902,112816140,LOW,LOW,NO,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
903,112816152,LOW,LOW,LOW,LOW,MEDIUM,NEW_YEAR_TREAT,HIGH,MSAG5200-ISLND-PHG-NODE500241
904,112816282,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
905,112816365,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
906,112816366,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
907,112816369,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
908,112816370,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
909,112816371,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
910,112816402,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
911,112816403,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
912,112816433,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
913,112816435,MEDIUM,LOW,LOW,LOW,LOW,PEO_SILVER_FTTH,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
914,112816445,LOW,LOW,LOW,LOW,NO,PEO_UNNATHAM,NO,MSAG5200-ISLND-PHG-NODE500241
915,112816464,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
916,112816529,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
917,112816550,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
918,112816557,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
919,112816585,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
920,112816597,MEDIUM,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
921,112816598,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
922,112816600,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
923,112816603,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
924,112816653,MEDIUM,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
925,112816655,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
926,112816696,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
927,112816707,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
928,112816717,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
929,112816718,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
930,112816783,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
931,112817079,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
932,112817114,LOW,LOW,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
933,112817125,LOW,LOW,LOW,LOW,HIGH,NO,NO,MSAG5200-ISLND-PHG-NODE500241
934,112817239,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
935,112817278,MEDIUM,NO,NO,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
936,112817285,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
937,112817433,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
938,112817438,LOW,LOW,LOW,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
939,112817490,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
940,112817492,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
941,112817510,LOW,LOW,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
942,112817720,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,PEO_SILVER_PLUS,HIGH,MSAG5200-ISLND-PHG-NODE500241
943,112817795,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
944,112817796,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
945,112818055,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
946,112818307,LOW,LOW,LOW,NO,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
947,112818337,HIGH,MEDIUM,LOW,LOW,LOW,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
948,112818365,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
949,112818385,LOW,LOW,LOW,LOW,LOW,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
950,112818391,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLND-PHG-NODE500241
951,112818392,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
952,112818393,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLND-PHG-NODE500241
953,112818394,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
954,112818434,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
955,112818451,MEDIUM,HIGH,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
956,112818550,LOW,LOW,LOW,LOW,LOW,PEO_UNNATHAM,NO,MSAG5200-ISLND-PHG-NODE500241
957,112818573,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
958,112818580,LOW,MEDIUM,MEDIUM,HIGH,LOW,PEO_ENTERTAINMENT,MEDIUM,MSAG5200-ISLND-PHG-NODE500241
959,112818882,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
960,112819016,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
961,112819032,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
962,112819165,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
963,112819195,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,MSAG5200-ISLND-PHG-NODE500241
964,112819395,LOW,LOW,NO,NO,NO,PEO_SILVER,NO,MSAG5200-ISLND-PHG-NODE500241
965,112819429,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLND-PHG-NODE500241
966,112819560,LOW,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
967,112819580,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLND-PHG-NODE500241
